Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,318.0,-89.8,53586.9,2699.9,-711.8,-15950.9,-6816.7,0.0,0.0,0.0,-631.7,-198.5,16.0,71180.2,-24410.2,816.0,828.0,86.0,77.0,31.0,639.7,-33.615443,-70.594906,2020-01-24 08:10:51
0.0,318.0,-89.8,53586.9,2699.9,-711.8,-15950.9,-6816.7,0.0,0.0,0.0,-631.7,-198.5,16.0,71180.2,-24410.2,816.0,828.0,86.0,77.0,31.0,639.7,-33.615443,-70.594906,2020-01-24 08:10:51
100.0,392.0,153.3,53588.6,2774.2,-720.7,-16578.4,-6967.9,0.0,0.0,0.0,-644.9,-205.0,0.0,72628.2,-25217.9,920.0,936.0,86.0,74.0,22.0,637.4,-33.622641,-70.598694,2020-01-24 08:14:51
100.0,498.0,4.8,53590.2,2774.2,-733.7,-16743.7,-6985.1,0.0,0.0,0.0,-690.2,-212.8,0.0,73746.2,-25469.9,880.0,908.0,86.0,72.0,55.0,637.8,-33.631623,-70.607172,2020-01-24 08:16:51
100.0,498.0,4.8,53590.2,2774.2,-733.7,-16743.7,-6985.1,0.0,0.0,0.0,-690.2,-212.8,0.0,73746.2,-25469.9,880.0,908.0,86.0,72.0,55.0,637.8,-33.631623,-70.607172,2020-01-24 08:16:51
100.0,498.0,4.8,53590.2,2774.2,-733.7,-16743.7,-6985.1,0.0,0.0,0.0,-690.2,-212.8,0.0,73746.2,-25469.9,880.0,908.0,86.0,72.0,55.0,637.8,-33.631623,-70.607172,2020-01-24 08:16:51
100.0,498.0,4.8,53590.2,2774.2,-733.7,-16743.7,-6985.1,0.0,0.0,0.0,-690.2,-212.8,0.0,73746.2,-25469.9,880.0,908.0,86.0,72.0,55.0,637.8,-33.631623,-70.607172,2020-01-24 08:16:51
100.0,498.0,4.8,53590.2,2774.2,-733.7,-16743.7,-6985.1,0.0,0.0,0.0,-690.2,-212.8,0.0,73746.2,-25469.9,880.0,908.0,86.0,72.0,55.0,637.8,-33.631623,-70.607172,2020-01-24 08:16:51
0.0,442.0,1.7,53591.4,2841.2,-759.8,-17468.9,-7023.8,0.0,0.0,0.0,-707.7,-219.7,18.0,74970.1,-26284.8,988.0,1000.0,86.0,73.0,0.0,638.4,-33.633819,-70.610525,2020-01-24 08:19:51
0.0,500.0,0.0,53591.6,2882.9,-760.2,-17473.7,-7023.8,0.0,0.0,0.0,-709.2,-219.7,0.0,75106.8,-26291.5,804.0,816.0,86.0,64.0,0.0,639.0,-33.633182,-70.61023,2020-01-24 08:23:51
