Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,118.0,-66.5,32760.5,4265.6,-215.7,-11470.6,-11116.1,-73.3,0.0,0.0,-191.1,-94.5,18.0,91585.1,-23177.0,936.0,936.0,72.0,70.0,22.0,634.7,-33.610674,-70.575698,2020-02-03 12:53:59
0.0,126.0,-163.0,32762.9,4485.5,-222.9,-12372.0,-12003.6,-73.3,0.0,0.0,-203.4,-96.5,22.0,96873.7,-24987.2,868.0,868.0,71.0,79.0,42.0,633.8,-33.615379,-70.595011,2020-02-03 13:01:59
0.0,126.0,16.3,32762.9,4498.8,-223.5,-12426.6,-12026.6,-107.8,0.0,0.0,-205.1,-96.8,16.0,97057.4,-25101.9,848.0,856.0,71.0,77.0,0.0,632.8,-33.615005,-70.595757,2020-02-03 13:02:59
96.0,126.0,215.4,32763.2,4542.3,-223.5,-12433.7,-12104.1,-107.8,0.0,0.0,-205.1,-96.8,0.0,97704.5,-25186.6,804.0,816.0,71.0,74.0,44.0,626.9,-33.614996,-70.597759,2020-02-03 13:03:59
20.0,126.0,25.5,32763.7,4589.3,-224.2,-12548.5,-12464.5,-107.8,0.0,0.0,-206.5,-97.5,0.0,98653.0,-25664.6,880.0,880.0,71.0,78.0,8.0,631.8,-33.615363,-70.600653,2020-02-03 13:04:59
73.0,126.0,18.4,32764.4,4611.5,-224.2,-12548.5,-12464.5,-107.8,0.0,0.0,-206.5,-97.5,0.0,99338.2,-25664.6,992.0,1000.0,71.0,78.0,56.0,631.7,-33.621355,-70.598999,2020-02-03 13:05:59
100.0,126.0,29.6,32765.1,4611.5,-227.3,-12604.3,-12688.0,-133.4,0.0,0.0,-213.7,-102.8,0.0,100454.1,-25985.1,960.0,964.0,70.0,79.0,54.0,630.3,-33.626997,-70.598868,2020-02-03 13:06:59
100.0,148.0,24.8,32765.9,4611.5,-229.7,-12688.5,-12820.0,-133.4,0.0,0.0,-213.7,-102.8,0.0,101095.6,-26203.7,940.0,948.0,70.0,78.0,55.0,631.0,-33.631251,-70.604872,2020-02-03 13:07:59
0.0,148.0,-151.2,32766.7,4611.5,-231.4,-12919.8,-12868.1,-133.4,0.0,0.0,-214.2,-102.8,22.0,101465.9,-26485.2,920.0,920.0,70.0,75.0,30.0,635.4,-33.631116,-70.611392,2020-02-03 13:08:59
66.0,188.0,171.1,32767.2,4616.6,-235.6,-13330.8,-12896.2,-133.4,0.0,0.0,-220.3,-102.8,0.0,102546.0,-26935.9,904.0,908.0,70.0,77.0,32.0,628.3,-33.634601,-70.610952,2020-02-03 13:09:59
0.0,188.0,21.2,32767.4,4676.2,-238.7,-13394.1,-12896.2,-133.4,0.0,0.0,-220.3,-102.8,13.0,102797.9,-27002.2,844.0,844.0,70.0,75.0,0.0,631.9,-33.63323,-70.61046,2020-02-03 13:10:59
0.0,202.0,0.0,32767.5,4716.3,-238.7,-13394.1,-12896.2,-133.4,0.0,0.0,-220.3,-102.8,20.0,102956.9,-27002.2,812.0,808.0,70.0,72.0,0.0,632.7,-33.63323,-70.61046,2020-02-03 13:11:59
0.0,202.0,0.0,32767.5,4716.3,-238.7,-13394.1,-12896.2,-133.4,0.0,0.0,-220.3,-102.8,20.0,102956.9,-27002.2,812.0,808.0,70.0,72.0,0.0,632.7,-33.63323,-70.61046,2020-02-03 13:11:59
0.0,202.0,0.0,32767.5,4716.3,-238.7,-13394.1,-12896.2,-133.4,0.0,0.0,-220.3,-102.8,20.0,102956.9,-27002.2,812.0,808.0,70.0,72.0,0.0,632.7,-33.63323,-70.61046,2020-02-03 13:11:59
0.0,202.0,0.0,32767.5,4716.3,-238.7,-13394.1,-12896.2,-133.4,0.0,0.0,-220.3,-102.8,20.0,102956.9,-27002.2,812.0,808.0,70.0,72.0,0.0,632.7,-33.63323,-70.61046,2020-02-03 13:11:59
