Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
0.0,360.0,7.2,55384.4,6620.1,-676.3,-33259.5,-26724.0,-70.8,0.0,0.0,-1121.1,-404.5,0.0,167606.4,-62315.2,776.0,776.0,68.0,75.0,1.0,632.1,-33.63323,-70.610606,2020-02-03 12:31:50
