Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
64.0,288.0,153.3,55085.2,1882.1,-240.5,-10765.0,-1103.2,0.0,0.0,0.0,-67.9,-9.0,0.0,36407.8,-12210.4,804.0,808.0,92.0,76.0,51.0,633.5,-33.457426,-70.629249,2020-02-03 12:59:13
64.0,288.0,153.3,55085.2,1882.1,-240.5,-10765.0,-1103.2,0.0,0.0,0.0,-67.9,-9.0,0.0,36407.8,-12210.4,804.0,808.0,92.0,76.0,51.0,633.5,-33.457426,-70.629249,2020-02-03 12:59:13
64.0,288.0,153.3,55085.2,1882.1,-240.5,-10765.0,-1103.2,0.0,0.0,0.0,-67.9,-9.0,0.0,36407.8,-12210.4,804.0,808.0,92.0,76.0,51.0,633.5,-33.457426,-70.629249,2020-02-03 12:59:13
64.0,288.0,153.3,55085.2,1882.1,-240.5,-10765.0,-1103.2,0.0,0.0,0.0,-67.9,-9.0,0.0,36407.8,-12210.4,804.0,808.0,92.0,76.0,51.0,633.5,-33.457426,-70.629249,2020-02-03 12:59:13
70.0,288.0,184.6,55085.4,1946.2,-240.5,-10964.7,-1140.3,0.0,0.0,0.0,-67.9,-9.0,0.0,36784.4,-12447.1,1000.0,1000.0,92.0,76.0,25.0,634.1,-33.455608,-70.62987,2020-02-03 13:00:13
70.0,288.0,184.6,55085.4,1946.2,-240.5,-10964.7,-1140.3,0.0,0.0,0.0,-67.9,-9.0,0.0,36784.4,-12447.1,1000.0,1000.0,92.0,76.0,25.0,634.1,-33.455608,-70.62987,2020-02-03 13:00:13
70.0,288.0,184.6,55085.4,1946.2,-240.5,-10964.7,-1140.3,0.0,0.0,0.0,-67.9,-9.0,0.0,36784.4,-12447.1,1000.0,1000.0,92.0,76.0,25.0,634.1,-33.455608,-70.62987,2020-02-03 13:00:13
70.0,288.0,184.6,55085.4,1946.2,-240.5,-10964.7,-1140.3,0.0,0.0,0.0,-67.9,-9.0,0.0,36784.4,-12447.1,1000.0,1000.0,92.0,76.0,25.0,634.1,-33.455608,-70.62987,2020-02-03 13:00:13
0.0,258.0,-95.7,55086.2,1946.2,-241.4,-11126.5,-1140.3,0.0,0.0,0.0,-67.9,-9.0,18.0,37783.2,-12617.4,968.0,972.0,92.0,76.0,23.0,639.8,-33.449098,-70.631768,2020-02-03 13:01:13
71.0,256.0,169.6,55086.5,1996.5,-241.4,-11292.4,-1140.3,0.0,0.0,0.0,-67.9,-9.0,0.0,38691.1,-12783.4,880.0,896.0,91.0,77.0,48.0,633.2,-33.446556,-70.632543,2020-02-03 13:02:13
