Acelerador,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.8,-33.633185,-70.610481,2020-03-01 15:12:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.8,-33.633185,-70.610481,2020-03-01 15:13:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.8,-33.633185,-70.610481,2020-03-01 15:14:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.8,-33.633185,-70.610481,2020-03-01 15:15:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.8,-33.633185,-70.610481,2020-03-01 15:16:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.8,-33.633185,-70.610481,2020-03-01 15:17:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.8,-33.633185,-70.610481,2020-03-01 15:18:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,900.0,908.0,100.0,24.0,0.0,640.7,-33.633185,-70.610481,2020-03-01 15:19:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.7,-33.633185,-70.610481,2020-03-01 15:20:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.7,-33.633185,-70.610481,2020-03-01 15:21:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.7,-33.633185,-70.610481,2020-03-01 15:22:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,904.0,908.0,100.0,24.0,0.0,640.7,-33.633185,-70.610481,2020-03-01 15:23:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.6,-33.633185,-70.610481,2020-03-01 15:24:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.6,-33.633185,-70.610481,2020-03-01 15:25:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.6,-33.633185,-70.610481,2020-03-01 15:26:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,900.0,908.0,100.0,24.0,0.0,640.6,-33.633185,-70.610481,2020-03-01 15:27:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.6,-33.633185,-70.610481,2020-03-01 15:28:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.6,-33.633185,-70.610481,2020-03-01 15:29:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:30:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:31:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,24.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:32:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:33:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:34:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:35:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:36:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633185,-70.610481,2020-03-01 15:37:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.4,-33.633185,-70.610481,2020-03-01 15:38:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.4,-33.633185,-70.610481,2020-03-01 15:39:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.4,-33.633185,-70.610481,2020-03-01 15:40:27
0.0,0.0,59494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,908.0,908.0,100.0,25.0,0.0,640.4,-33.633185,-70.610481,2020-03-01 15:41:27
