Acelerador,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,641.0,-33.633425,-70.610553,2020-03-01 15:02:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.9,-33.633425,-70.610553,2020-03-01 15:03:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.9,-33.633425,-70.610553,2020-03-01 15:04:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.9,-33.633425,-70.610553,2020-03-01 15:05:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.9,-33.633425,-70.610553,2020-03-01 15:06:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.8,-33.633425,-70.610553,2020-03-01 15:07:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.8,-33.633425,-70.610553,2020-03-01 15:08:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.8,-33.633425,-70.610553,2020-03-01 15:12:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.7,-33.633425,-70.610553,2020-03-01 15:13:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.7,-33.633425,-70.610553,2020-03-01 15:14:18
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.7,-33.633425,-70.610553,2020-03-01 15:15:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.6,-33.633425,-70.610553,2020-03-01 15:16:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.6,-33.633425,-70.610553,2020-03-01 15:17:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.6,-33.633425,-70.610553,2020-03-01 15:18:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.6,-33.633425,-70.610553,2020-03-01 15:19:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.6,-33.633425,-70.610553,2020-03-01 15:20:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633425,-70.610553,2020-03-01 15:21:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633425,-70.610553,2020-03-01 15:22:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633425,-70.610553,2020-03-01 15:23:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.5,-33.633425,-70.610553,2020-03-01 15:24:17
0.0,0.0,61678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,908.0,100.0,25.0,0.0,640.4,-33.633425,-70.610553,2020-03-01 15:25:17
