Acelerador,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,956.0,960.0,100.0,25.0,0.0,640.7,-33.633313,-70.610694,2020-03-01 15:01:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,960.0,960.0,100.0,25.0,0.0,640.7,-33.633313,-70.610694,2020-03-01 15:02:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,960.0,960.0,100.0,25.0,0.0,640.7,-33.633313,-70.610694,2020-03-01 15:03:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,948.0,960.0,100.0,25.0,0.0,640.6,-33.633313,-70.610694,2020-03-01 15:04:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,948.0,960.0,100.0,25.0,0.0,640.6,-33.633313,-70.610694,2020-03-01 15:05:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,948.0,960.0,100.0,25.0,0.0,640.5,-33.633313,-70.610694,2020-03-01 15:06:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,948.0,960.0,100.0,25.0,0.0,640.5,-33.633313,-70.610694,2020-03-01 15:07:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,960.0,960.0,100.0,25.0,0.0,640.4,-33.633313,-70.610694,2020-03-01 15:11:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,952.0,960.0,100.0,25.0,0.0,640.4,-33.633313,-70.610694,2020-03-01 15:12:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,956.0,960.0,100.0,25.0,0.0,640.4,-33.633313,-70.610694,2020-03-01 15:13:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,956.0,960.0,100.0,25.0,0.0,640.3,-33.633313,-70.610694,2020-03-01 15:14:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,956.0,960.0,100.0,25.0,0.0,640.3,-33.633313,-70.610694,2020-03-01 15:15:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,952.0,960.0,100.0,25.0,0.0,640.3,-33.633313,-70.610694,2020-03-01 15:16:56
0.0,0.0,56627.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,952.0,960.0,100.0,25.0,0.0,640.3,-33.633313,-70.610694,2020-03-01 15:17:56
