Odómetro,Voltaje Instantaneo,Corriente Instantanea,Potencia Total Generada,P. Gen. Retardador,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,Temperatura de Motor,P. Gen. TPS en uso,Potencia Total Consumida,P. Cons. Ini Mov.,Velocidad,Acelerador,Pedal de Freno,Presión Aire 1,Presión Aire 2,SOC,latitud,longitud,hora
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:10:48
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:11:48
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:12:48
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:13:48
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:14:48
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:15:48
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:16:48
60761.8,640.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:17:48
60761.8,640.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:18:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:24:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:25:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:26:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:27:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:28:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:29:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:30:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:31:48
60761.8,640.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:32:48
60761.8,640.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:33:48
60761.8,640.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:34:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:38:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:39:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:40:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:41:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:42:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:43:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:44:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:45:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:46:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:47:47
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:48:47
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:49:47
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:50:48
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:51:48
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:52:48
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:53:48
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:54:47
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:55:47
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:56:47
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:57:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:58:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 15:59:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:00:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:01:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:02:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:03:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:04:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:05:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:06:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:07:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:08:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:09:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:10:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:11:47
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:12:47
60761.8,639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:13:47
60761.8,639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:14:47
60761.8,639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:15:47
60761.8,639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:16:47
60761.8,639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:17:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:18:47
60761.8,639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:19:47
60761.8,639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:20:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:21:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:22:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:23:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:24:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:25:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:26:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:27:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:28:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:29:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:30:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:31:47
60761.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,100.0,-33.632969,-70.610303,2020-03-01 16:32:47
60761.8,640.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,948.0,100.0,-33.633093,-70.610248,2020-03-02 04:33:03
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,948.0,100.0,-33.633093,-70.610248,2020-03-02 04:34:03
60761.8,640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,948.0,100.0,-33.633093,-70.610248,2020-03-02 04:36:03
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:42:03
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:43:03
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:44:03
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:45:03
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:46:03
60761.8,640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:47:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:48:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,936.0,100.0,-33.633093,-70.610248,2020-03-02 04:49:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,920.0,100.0,-33.633093,-70.610248,2020-03-02 04:50:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,920.0,100.0,-33.633093,-70.610248,2020-03-02 04:51:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,920.0,100.0,-33.633093,-70.610248,2020-03-02 04:52:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,920.0,100.0,-33.633093,-70.610248,2020-03-02 04:53:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,920.0,100.0,-33.633093,-70.610248,2020-03-02 04:54:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,920.0,100.0,-33.633093,-70.610248,2020-03-02 04:55:03
60761.8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,920.0,100.0,-33.633093,-70.610248,2020-03-02 04:56:03
