Acelerador,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.6,-33.633203,-70.610677,2020-03-01 15:05:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.6,-33.633203,-70.610677,2020-03-01 15:06:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,816.0,100.0,26.0,0.0,640.5,-33.633203,-70.610677,2020-03-01 15:07:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.5,-33.633203,-70.610677,2020-03-01 15:08:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.4,-33.633203,-70.610677,2020-03-01 15:12:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.4,-33.633203,-70.610677,2020-03-01 15:13:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.3,-33.633203,-70.610677,2020-03-01 15:14:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,816.0,100.0,26.0,0.0,640.3,-33.633203,-70.610677,2020-03-01 15:15:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,816.0,100.0,26.0,0.0,640.3,-33.633203,-70.610677,2020-03-01 15:16:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.3,-33.633203,-70.610677,2020-03-01 15:17:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,100.0,26.0,0.0,640.2,-33.633203,-70.610677,2020-03-01 15:18:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,816.0,100.0,26.0,0.0,640.2,-33.633203,-70.610677,2020-03-01 15:19:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,816.0,100.0,26.0,0.0,640.2,-33.633203,-70.610677,2020-03-01 15:20:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,816.0,100.0,26.0,0.0,640.2,-33.633203,-70.610677,2020-03-01 15:21:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,816.0,100.0,27.0,0.0,640.2,-33.633203,-70.610677,2020-03-01 15:22:16
0.0,0.0,68670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,816.0,100.0,27.0,0.0,640.2,-33.633203,-70.610677,2020-03-01 15:23:16
