Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,212.0,6.4,45537.4,1062.7,-116.8,-5959.9,-2906.2,-43.9,0.0,0.0,-205.7,-31.2,21.0,26474.8,-9275.2,1000.0,1000.0,74.0,77.0,0.0,636.9,-33.50913,-70.611239,2019-12-02 19:33:52
0.0,242.0,-244.3,45537.7,1085.0,-118.0,-6034.7,-2925.6,-43.9,0.0,0.0,-207.3,-31.2,26.0,26980.0,-9372.3,988.0,988.0,74.0,74.0,36.0,640.4,-33.507562,-70.613398,2019-12-02 19:34:52
0.0,242.0,-221.7,45538.1,1107.8,-118.1,-6159.5,-3061.0,-43.9,0.0,0.0,-207.9,-31.2,19.0,27514.6,-9633.2,960.0,972.0,74.0,75.0,40.0,640.4,-33.50487,-70.614699,2019-12-02 19:35:52
0.0,282.0,0.0,45538.6,1129.7,-118.4,-6411.5,-3061.0,-43.9,0.0,0.0,-209.5,-31.4,0.0,28172.9,-9887.4,948.0,948.0,74.0,76.0,54.0,635.7,-33.500316,-70.615505,2019-12-02 19:36:52
56.0,282.0,119.3,45538.9,1171.3,-118.4,-6528.0,-3245.1,-43.9,0.0,0.0,-209.6,-31.4,0.0,28716.4,-10188.1,856.0,860.0,74.0,77.0,49.0,632.5,-33.498227,-70.615958,2019-12-02 19:37:52
0.0,246.0,1.6,45539.6,1171.3,-118.9,-6625.3,-3441.7,-43.9,0.0,0.0,-224.1,-35.7,15.0,28859.6,-10501.3,816.0,824.0,74.0,76.0,0.0,637.7,-33.492109,-70.61733,2019-12-02 19:38:52
0.0,246.0,-168.9,45540.2,1188.8,-121.1,-6676.9,-3561.7,-43.9,0.0,0.0,-243.4,-36.3,33.0,29394.0,-10697.1,804.0,804.0,74.0,75.0,17.0,641.2,-33.486765,-70.618678,2019-12-02 19:39:52
0.0,332.0,5.1,45540.4,1210.3,-121.1,-6709.8,-3643.1,-43.9,0.0,0.0,-243.4,-36.3,15.0,29660.2,-10811.3,1000.0,1000.0,74.0,76.0,0.0,636.9,-33.48591,-70.619198,2019-12-02 19:40:52
70.0,332.0,173.5,45540.9,1228.9,-121.3,-6744.2,-3643.1,-43.9,0.0,0.0,-270.4,-37.7,0.0,30243.3,-10874.4,996.0,1000.0,74.0,75.0,50.0,632.8,-33.482114,-70.621055,2019-12-02 19:41:52
0.0,310.0,1.8,45541.3,1228.9,-121.7,-6923.5,-3734.7,-43.9,0.0,0.0,-273.1,-37.7,16.0,30399.8,-11148.4,920.0,932.0,74.0,73.0,0.0,637.3,-33.478504,-70.622042,2019-12-02 19:42:52
0.0,310.0,2.5,45541.7,1249.5,-122.3,-7178.1,-3783.1,-43.9,0.0,0.0,-276.3,-37.7,15.0,30969.7,-11455.4,880.0,888.0,74.0,73.0,1.0,637.2,-33.475199,-70.622874,2019-12-02 19:43:52
0.0,370.0,1.9,45542.1,1270.4,-124.2,-7486.4,-3783.1,-43.9,0.0,0.0,-282.7,-37.7,16.0,31532.3,-11772.2,868.0,868.0,74.0,73.0,0.0,637.4,-33.472001,-70.623758,2019-12-02 19:44:52
0.0,368.0,-147.5,45542.6,1292.6,-127.0,-7595.1,-3783.1,-43.9,0.0,0.0,-294.9,-40.1,24.0,32121.4,-11898.3,844.0,856.0,73.0,74.0,23.0,639.4,-33.468172,-70.626214,2019-12-02 19:45:52
