,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,302.0,0.0,27366.4,11768.5,-1725.7,-52825.2,-43115.9,-430.3,0.0,0.0,-1994.8,-635.9,0.0,303301.4,-102765.7,936.0,960.0,64.0,52.0,0.0,632.8,-33.633233,-70.610575,2019-08-05 18:46:17,0.0,0
1,0.0,302.0,0.0,27366.4,11768.5,-1725.7,-52825.2,-43115.9,-430.3,0.0,0.0,-1994.8,-635.9,0.0,303301.4,-102765.7,936.0,960.0,64.0,52.0,0.0,632.8,-33.633233,-70.610575,2019-08-05 18:46:17,0.0,0
2,0.0,302.0,0.0,27366.4,11768.5,-1725.7,-52825.2,-43115.9,-430.3,0.0,0.0,-1994.8,-635.9,0.0,303301.4,-102765.7,936.0,960.0,64.0,52.0,0.0,632.8,-33.633233,-70.610575,2019-08-05 18:46:17,0.0,0
3,0.0,302.0,0.0,27366.4,11768.5,-1725.7,-52825.2,-43115.9,-430.3,0.0,0.0,-1994.8,-635.9,0.0,303301.4,-102765.7,936.0,960.0,64.0,52.0,0.0,632.8,-33.633233,-70.610575,2019-08-05 18:46:17,0.0,0
4,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,300.0,0
5,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,0.0,0
6,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,0.0,0
7,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,0.0,0
8,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,0.0,0
9,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,0.0,0
10,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,0.0,0
11,86.0,300.0,182.9,27366.8,11896.5,-1728.7,-52916.1,-43123.6,-430.3,0.0,0.0,-1994.8,-635.9,0.0,304173.9,-102868.4,824.0,840.0,64.0,53.0,48.0,625.6,-33.632631,-70.609856,2019-08-05 18:51:17,0.0,0
12,0.0,296.0,2.3,27369.9,11939.6,-1787.5,-53379.2,-43264.3,-430.3,0.0,0.0,-2012.5,-642.7,0.0,307394.2,-103561.3,972.0,1000.0,63.0,61.0,1.0,630.5,-33.614967,-70.597397,2019-08-05 18:56:17,300.0,0
13,0.0,296.0,2.3,27369.9,11939.6,-1787.5,-53379.2,-43264.3,-430.3,0.0,0.0,-2012.5,-642.7,0.0,307394.2,-103561.3,972.0,1000.0,63.0,61.0,1.0,630.5,-33.614967,-70.597397,2019-08-05 18:56:17,0.0,0
14,0.0,296.0,2.3,27369.9,11939.6,-1787.5,-53379.2,-43264.3,-430.3,0.0,0.0,-2012.5,-642.7,0.0,307394.2,-103561.3,972.0,1000.0,63.0,61.0,1.0,630.5,-33.614967,-70.597397,2019-08-05 18:56:17,0.0,0
15,0.0,296.0,2.3,27369.9,11939.6,-1787.5,-53379.2,-43264.3,-430.3,0.0,0.0,-2012.5,-642.7,0.0,307394.2,-103561.3,972.0,1000.0,63.0,61.0,1.0,630.5,-33.614967,-70.597397,2019-08-05 18:56:17,0.0,0
16,0.0,296.0,2.3,27369.9,11939.6,-1787.5,-53379.2,-43264.3,-430.3,0.0,0.0,-2012.5,-642.7,0.0,307394.2,-103561.3,972.0,1000.0,63.0,61.0,1.0,630.5,-33.614967,-70.597397,2019-08-05 18:56:17,0.0,0
17,0.0,168.0,2.3,27371.4,12123.0,-1801.9,-53824.8,-43534.4,-430.3,0.0,0.0,-2029.9,-654.3,14.0,310155.1,-104323.2,972.0,1000.0,63.0,67.0,1.0,629.9,-33.614843,-70.582962,2019-08-05 19:02:17,360.0,0
18,0.0,168.0,2.3,27371.4,12123.0,-1801.9,-53824.8,-43534.4,-430.3,0.0,0.0,-2029.9,-654.3,14.0,310155.1,-104323.2,972.0,1000.0,63.0,67.0,1.0,629.9,-33.614843,-70.582962,2019-08-05 19:02:17,0.0,0
