,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,210.0,2.2,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245669.4,-90065.5,1000.0,1000.0,79.0,58.0,0.0,638.5,-33.436139,-70.639159,2019-08-05 17:35:15,0.0,0
1,0.0,210.0,2.2,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245688.2,-90065.5,1000.0,1000.0,79.0,58.0,0.0,638.5,-33.436139,-70.639159,2019-08-05 17:36:15,60.0,0
2,0.0,210.0,2.1,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245706.9,-90065.5,1000.0,1000.0,79.0,57.0,0.0,638.5,-33.436139,-70.639159,2019-08-05 17:37:15,60.0,0
3,0.0,210.0,2.1,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245725.7,-90065.5,1000.0,1000.0,79.0,57.0,0.0,638.5,-33.436139,-70.639159,2019-08-05 17:38:15,60.0,0
4,0.0,210.0,2.1,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245744.4,-90065.5,1000.0,1000.0,79.0,57.0,0.0,638.6,-33.436139,-70.639159,2019-08-05 17:39:15,60.0,0
5,0.0,210.0,2.1,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245763.2,-90065.5,1000.0,1000.0,79.0,57.0,0.0,638.7,-33.436139,-70.639159,2019-08-05 17:40:15,60.0,0
6,0.0,210.0,2.1,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245781.9,-90065.5,1000.0,1000.0,79.0,57.0,0.0,638.7,-33.436139,-70.639159,2019-08-05 17:41:15,60.0,0
7,0.0,210.0,2.1,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245800.7,-90065.5,1000.0,1000.0,79.0,56.0,0.0,638.7,-33.436139,-70.639159,2019-08-05 17:42:15,60.0,0
8,0.0,210.0,2.3,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245819.4,-90065.5,896.0,904.0,79.0,56.0,0.0,638.7,-33.436139,-70.639159,2019-08-05 17:43:15,60.0,0
9,0.0,210.0,2.3,23772.1,10485.8,-638.8,-52880.6,-34207.4,-230.6,0.0,0.0,-1689.4,-342.5,0.0,245819.4,-90065.5,896.0,904.0,79.0,56.0,0.0,638.7,-33.436139,-70.639159,2019-08-05 17:43:15,0.0,0
