,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,500.0,8.2,25486.9,9352.8,-2338.6,-54316.4,-20011.2,0.0,0.0,0.0,-2379.4,-557.7,0.0,232655.0,-79717.9,908.0,920.0,82.0,70.0,0.0,638.4,-33.547555,-70.587506,2019-08-05 17:34:33,0.0,0
1,0.0,500.0,-7.5,25487.4,9374.1,-2338.6,-54316.4,-20011.2,0.0,0.0,0.0,-2393.1,-560.1,0.0,233166.9,-79734.1,988.0,1000.0,82.0,70.0,53.0,637.6,-33.543698,-70.589173,2019-08-05 17:35:33,60.0,0
2,0.0,500.0,-6.6,25488.3,9374.1,-2338.6,-54316.4,-20011.2,0.0,0.0,0.0,-2468.5,-560.1,0.0,233166.9,-79809.6,984.0,1000.0,82.0,68.0,48.0,638.6,-33.536899,-70.592229,2019-08-05 17:36:33,60.0,0
3,0.0,500.0,-4.1,25489.3,9431.8,-2368.0,-54817.2,-20116.1,0.0,0.0,0.0,-2502.7,-561.4,0.0,234114.2,-80488.5,840.0,856.0,82.0,70.0,35.0,637.5,-33.528371,-70.595941,2019-08-05 17:39:33,180.0,0
4,0.0,500.0,-272.9,25489.6,9450.7,-2382.9,-54897.4,-20153.7,0.0,0.0,0.0,-2505.4,-561.9,27.0,234414.8,-80624.7,784.0,804.0,82.0,70.0,33.0,642.4,-33.526368,-70.596773,2019-08-05 17:40:33,60.0,0
5,0.0,500.0,7.9,25490.0,9471.8,-2383.5,-55048.8,-20412.4,0.0,0.0,0.0,-2507.7,-562.5,15.0,234944.5,-81038.5,840.0,868.0,82.0,73.0,0.0,638.0,-33.523011,-70.598197,2019-08-05 17:41:33,60.0,0
6,0.0,500.0,-87.3,25490.4,9493.8,-2403.8,-55344.7,-20412.4,0.0,0.0,0.0,-2511.4,-567.5,23.0,235603.2,-81370.6,936.0,952.0,82.0,75.0,16.0,640.0,-33.519713,-70.600002,2019-08-05 17:42:33,60.0,0
7,0.0,500.0,-87.3,25490.4,9493.8,-2403.8,-55344.7,-20412.4,0.0,0.0,0.0,-2511.4,-567.5,23.0,235603.2,-81370.6,936.0,952.0,82.0,75.0,16.0,640.0,-33.519713,-70.600002,2019-08-05 17:42:33,0.0,0
8,0.0,500.0,-87.3,25490.4,9493.8,-2403.8,-55344.7,-20412.4,0.0,0.0,0.0,-2511.4,-567.5,23.0,235603.2,-81370.6,936.0,952.0,82.0,75.0,16.0,640.0,-33.519713,-70.600002,2019-08-05 17:42:33,0.0,0
9,0.0,500.0,-87.3,25490.4,9493.8,-2403.8,-55344.7,-20412.4,0.0,0.0,0.0,-2511.4,-567.5,23.0,235603.2,-81370.6,936.0,952.0,82.0,75.0,16.0,640.0,-33.519713,-70.600002,2019-08-05 17:42:33,0.0,0
