,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,868.0,868.0,100.0,52.0,0.0,655.1,-33.633117,-70.610337,2020-04-08 11:57:34,0.0,0
1,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,856.0,868.0,100.0,51.0,0.0,654.1,-33.633117,-70.610337,2020-04-08 11:59:34,120.0,0
2,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,856.0,868.0,100.0,51.0,0.0,653.8,-33.633117,-70.610337,2020-04-08 12:00:34,60.0,0
3,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,856.0,868.0,100.0,51.0,0.0,653.8,-33.633117,-70.610337,2020-04-08 12:00:34,0.0,0
4,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,864.0,868.0,100.0,51.0,0.0,653.0,-33.633117,-70.610337,2020-04-08 12:03:34,180.0,0
5,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,856.0,856.0,100.0,51.0,0.0,652.7,-33.633117,-70.610337,2020-04-08 12:03:34,0.0,0
6,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,852.0,856.0,100.0,50.0,0.0,652.0,-33.633117,-70.610337,2020-04-08 12:05:34,120.0,0
7,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,852.0,856.0,100.0,50.0,0.0,651.2,-33.633117,-70.610337,2020-04-08 12:08:34,180.0,0
8,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,852.0,856.0,100.0,50.0,0.0,650.4,-33.633117,-70.610337,2020-04-08 12:11:34,180.0,0
9,0.0,500.0,0.0,78963.8,4277.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129248.1,-46345.1,856.0,856.0,100.0,50.0,0.0,650.0,-33.633117,-70.610337,2020-04-08 12:13:34,120.0,0
10,5.0,500.0,8.5,78963.8,4278.3,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129262.9,-46345.1,804.0,808.0,100.0,49.0,2.0,648.9,-33.633117,-70.610337,2020-04-08 12:17:34,240.0,0
11,5.0,500.0,8.5,78963.8,4278.3,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129262.9,-46345.1,804.0,808.0,100.0,49.0,2.0,648.9,-33.633117,-70.610337,2020-04-08 12:17:34,0.0,0
12,0.0,500.0,1.8,78964.0,4341.0,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,16.0,129515.6,-46345.1,868.0,868.0,100.0,50.0,0.0,646.3,-33.633408,-70.610123,2020-04-08 12:19:34,120.0,0
13,60.0,500.0,5.8,78964.0,4356.0,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129669.4,-46345.1,804.0,812.0,100.0,51.0,12.0,644.6,-33.633622,-70.610515,2020-04-08 12:20:34,60.0,0
14,60.0,500.0,5.8,78964.0,4356.0,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,129669.4,-46345.1,804.0,812.0,100.0,51.0,12.0,644.6,-33.633622,-70.610515,2020-04-08 12:20:34,0.0,0
15,100.0,500.0,79.0,78965.1,4426.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,131345.7,-46345.1,968.0,972.0,100.0,57.0,52.0,636.5,-33.631212,-70.602289,2020-04-08 12:22:34,120.0,0
16,89.0,500.0,80.3,78966.0,4426.9,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,132186.0,-46345.1,936.0,936.0,99.0,57.0,53.0,635.2,-33.625294,-70.597712,2020-04-08 12:23:34,60.0,0
17,0.0,500.0,2.6,78966.5,4442.4,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,27.0,133028.6,-46345.1,836.0,840.0,99.0,60.0,22.0,636.7,-33.615738,-70.598902,2020-04-08 12:25:34,120.0,0
18,0.0,500.0,8.7,78967.3,4442.8,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,4.0,134061.3,-46345.1,892.0,896.0,98.0,62.0,1.0,637.9,-33.615539,-70.598493,2020-04-08 12:26:34,60.0,0
19,6.0,500.0,2.7,78967.4,4523.5,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,134455.4,-46345.1,868.0,872.0,98.0,61.0,28.0,637.7,-33.614926,-70.596998,2020-04-08 12:28:34,120.0,0
20,98.0,200.0,229.6,78967.6,4555.6,-583.0,-25121.8,-18530.7,0.0,0.0,0.0,-1274.6,-783.8,0.0,134852.1,-46345.1,788.0,792.0,98.0,62.0,27.0,633.2,-33.615206,-70.595442,2020-04-08 12:29:34,60.0,0
21,0.0,182.0,-4.3,78968.2,4602.4,-583.3,-25124.2,-18530.7,0.0,0.0,0.0,-1275.1,-784.3,2.0,136493.6,-46348.9,936.0,936.0,98.0,66.0,41.0,636.0,-33.616213,-70.589555,2020-04-08 12:31:34,120.0,0
22,0.0,170.0,1.6,78969.3,4612.8,-592.8,-25432.5,-18838.1,0.0,0.0,0.0,-1293.3,-793.3,16.0,138423.1,-47003.5,812.0,816.0,98.0,72.0,0.0,637.7,-33.614259,-70.578698,2020-04-08 12:33:34,120.0,0
23,0.0,168.0,6.6,78969.6,4637.1,-593.4,-25557.5,-18909.5,0.0,0.0,0.0,-1294.3,-793.3,16.0,138970.8,-47201.7,760.0,756.0,97.0,74.0,0.0,637.9,-33.613964,-70.576265,2020-04-08 12:34:34,60.0,0
24,0.0,166.0,1.7,78969.7,4659.8,-593.4,-25571.2,-18969.3,0.0,0.0,0.0,-1294.3,-793.3,0.0,139249.0,-47275.1,988.0,988.0,97.0,75.0,0.0,638.4,-33.613869,-70.575539,2020-04-08 12:35:34,60.0,0
25,0.0,166.0,1.6,78969.8,4680.7,-595.7,-25607.7,-19002.6,0.0,0.0,0.0,-1298.6,-796.4,18.0,139533.2,-47354.5,920.0,920.0,97.0,73.0,0.0,638.4,-33.613741,-70.574595,2020-04-08 12:36:34,60.0,0
26,0.0,166.0,1.6,78969.8,4680.7,-595.7,-25607.7,-19002.6,0.0,0.0,0.0,-1298.6,-796.4,18.0,139533.2,-47354.5,920.0,920.0,97.0,73.0,0.0,638.4,-33.613741,-70.574595,2020-04-08 12:36:34,0.0,0
27,0.0,158.0,2.0,78969.9,4714.2,-595.7,-25668.9,-19051.0,0.0,0.0,0.0,-1298.9,-796.4,15.0,139900.4,-47464.4,868.0,868.0,97.0,72.0,0.0,638.4,-33.612859,-70.574255,2020-04-08 12:37:34,60.0,0
28,0.0,158.0,1.4,78970.1,4731.0,-596.2,-25712.7,-19128.4,0.0,0.0,0.0,-1299.4,-796.7,0.0,140166.7,-47586.9,804.0,804.0,97.0,73.0,0.0,638.7,-33.611389,-70.574603,2020-04-08 12:38:34,60.0,0
29,0.0,158.0,1.4,78970.1,4731.0,-596.2,-25712.7,-19128.4,0.0,0.0,0.0,-1299.4,-796.7,0.0,140166.7,-47586.9,804.0,804.0,97.0,73.0,0.0,638.7,-33.611389,-70.574603,2020-04-08 12:38:34,0.0,0
30,100.0,240.0,18.2,78971.9,4847.7,-605.4,-26326.7,-19398.0,0.0,0.0,0.0,-1313.8,-805.6,0.0,142689.5,-48504.1,804.0,804.0,97.0,75.0,54.0,637.6,-33.596989,-70.578262,2020-04-08 12:43:34,300.0,0
31,100.0,360.0,238.4,78973.6,4847.7,-608.3,-26366.0,-19626.5,0.0,0.0,0.0,-1319.3,-813.7,0.0,142995.9,-48788.4,952.0,960.0,97.0,70.0,24.0,636.3,-33.582034,-70.581187,2020-04-08 12:45:34,120.0,0
32,100.0,500.0,203.5,78974.4,4884.1,-609.5,-26584.3,-19781.9,0.0,0.0,0.0,-1319.8,-813.7,0.0,143921.2,-49164.0,840.0,840.0,96.0,73.0,50.0,633.7,-33.576075,-70.582318,2020-04-08 12:47:34,120.0,0
33,100.0,500.0,58.6,78975.8,4926.9,-617.0,-26989.3,-20115.2,0.0,0.0,0.0,-1330.9,-828.1,0.0,144916.1,-49938.0,948.0,952.0,96.0,75.0,6.0,638.8,-33.56404,-70.584639,2020-04-08 12:50:34,180.0,0
34,100.0,500.0,5.4,78976.7,4977.3,-619.7,-27068.7,-20541.1,0.0,0.0,0.0,-1337.4,-831.0,0.0,146249.8,-50455.4,836.0,856.0,96.0,80.0,55.0,638.0,-33.55681,-70.585908,2020-04-08 12:52:34,120.0,0
35,0.0,500.0,-42.2,78977.8,5012.7,-619.9,-27184.2,-20984.9,0.0,0.0,0.0,-1337.6,-831.0,25.0,146906.2,-51015.2,880.0,888.0,96.0,77.0,6.0,639.8,-33.547409,-70.587505,2020-04-08 12:54:34,120.0,0
36,100.0,500.0,11.3,78979.5,5061.8,-623.9,-27563.3,-21480.7,0.0,0.0,0.0,-1348.1,-840.1,0.0,148693.4,-51915.1,804.0,804.0,96.0,77.0,54.0,638.0,-33.529062,-70.595673,2020-04-08 12:58:34,240.0,0
37,0.0,500.0,7.9,78981.3,5120.3,-652.4,-28279.6,-22046.2,0.0,0.0,0.0,-1361.7,-845.3,16.0,150400.6,-53245.4,888.0,896.0,96.0,74.0,0.0,638.8,-33.519416,-70.60023,2020-04-08 13:01:34,180.0,0
38,35.0,500.0,2.3,78982.9,5155.5,-661.6,-28730.2,-22640.5,0.0,0.0,0.0,-1381.9,-853.5,0.0,151699.9,-54328.1,796.0,792.0,96.0,76.0,0.0,639.2,-33.509285,-70.610947,2020-04-08 13:04:34,180.0,0
39,0.0,500.0,1.3,78983.3,5196.4,-662.1,-28803.0,-22965.3,0.0,0.0,0.0,-1382.3,-853.5,0.0,152886.3,-54726.5,1000.0,1000.0,96.0,76.0,0.0,639.1,-33.507243,-70.613582,2020-04-08 13:06:34,120.0,0
40,100.0,500.0,208.7,78985.3,5285.8,-664.4,-29006.9,-23518.8,0.0,0.0,0.0,-1388.1,-858.8,0.0,154719.8,-55497.3,964.0,964.0,95.0,75.0,50.0,633.4,-33.49123,-70.61748,2020-04-08 13:10:34,240.0,0
41,0.0,500.0,1.4,78986.8,5340.7,-664.8,-29257.2,-24105.1,0.0,0.0,0.0,-1391.3,-869.5,15.0,156142.4,-56348.8,792.0,796.0,95.0,74.0,0.0,639.6,-33.47851,-70.621967,2020-04-08 13:14:34,240.0,0
42,0.0,480.0,18.2,78987.6,5359.9,-664.8,-29257.2,-24105.1,0.0,0.0,0.0,-1391.4,-869.5,0.0,156895.1,-56349.1,996.0,1000.0,95.0,74.0,54.0,637.5,-33.472673,-70.62349,2020-04-08 13:15:34,60.0,0
43,100.0,392.0,58.0,78990.3,5471.3,-669.8,-29478.4,-25081.4,-9.2,0.0,0.0,-1400.3,-879.5,0.0,160720.4,-57579.7,988.0,1000.0,94.0,79.0,53.0,635.8,-33.450904,-70.631219,2020-04-08 13:21:34,360.0,0
44,100.0,340.0,55.1,78991.1,5510.0,-670.2,-29551.7,-25481.2,-9.2,0.0,0.0,-1405.2,-891.1,0.0,162159.1,-58069.7,828.0,840.0,94.0,79.0,53.0,635.6,-33.444386,-70.633189,2020-04-08 13:23:34,120.0,0
45,0.0,340.0,-28.8,78991.3,5526.7,-670.5,-29562.6,-25689.2,-9.2,0.0,0.0,-1405.7,-891.1,16.0,162600.0,-58291.8,804.0,816.0,94.0,78.0,42.0,637.1,-33.442311,-70.633789,2020-04-08 13:24:34,60.0,0
46,6.0,258.0,79.0,78991.9,5577.1,-674.8,-29704.4,-25976.0,-9.2,0.0,0.0,-1412.9,-893.9,0.0,163503.7,-58743.1,972.0,972.0,94.0,76.0,9.0,637.3,-33.437413,-70.63512,2020-04-08 13:26:34,120.0,0
47,0.0,222.0,0.0,78992.5,5602.9,-679.0,-29794.5,-26235.9,-9.2,0.0,0.0,-1414.9,-894.4,0.0,164247.5,-59100.1,1000.0,1000.0,94.0,75.0,0.0,638.7,-33.436117,-70.639128,2020-04-08 13:28:34,120.0,0
48,0.0,260.0,0.0,78992.5,5602.9,-679.0,-29794.5,-26235.9,-9.2,0.0,0.0,-1414.9,-894.4,0.0,164247.5,-59100.1,988.0,988.0,94.0,70.0,0.0,638.9,-33.436117,-70.639128,2020-04-08 13:29:34,60.0,0
49,0.0,260.0,0.0,78992.5,5602.9,-679.0,-29794.5,-26235.9,-9.2,0.0,0.0,-1414.9,-894.4,0.0,164247.5,-59100.1,988.0,988.0,94.0,64.0,0.0,639.2,-33.43621,-70.639157,2020-04-08 13:31:34,120.0,0
50,0.0,260.0,0.0,78992.5,5602.9,-679.0,-29794.5,-26235.9,-9.2,0.0,0.0,-1414.9,-894.4,0.0,164247.5,-59100.1,988.0,988.0,94.0,60.0,0.0,639.3,-33.43621,-70.639157,2020-04-08 13:33:34,120.0,0
51,0.0,260.0,0.0,78992.5,5602.9,-679.0,-29794.5,-26235.9,-9.2,0.0,0.0,-1414.9,-894.4,0.0,164247.5,-59100.1,976.0,988.0,94.0,59.0,0.0,639.4,-33.43621,-70.639157,2020-04-08 13:34:34,60.0,0
52,0.0,260.0,0.0,78992.5,5622.0,-679.0,-29797.9,-26235.9,-9.2,0.0,0.0,-1414.9,-894.4,0.0,164277.2,-59103.6,864.0,868.0,94.0,58.0,0.0,639.4,-33.43621,-70.639157,2020-04-08 13:36:34,120.0,0
