,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,330.0,7.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,14.0,144466.1,-52659.4,784.0,788.0,72.0,74.0,0.0,634.3,-33.63326,-70.610417,2020-04-08 12:10:27,0.0,0
1,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144481.2,-52659.4,788.0,804.0,100.0,53.0,0.0,652.5,-33.63326,-70.610417,2020-04-08 12:13:26,179.0,0
2,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144481.2,-52659.4,788.0,804.0,100.0,52.0,0.0,651.3,-33.63326,-70.610417,2020-04-08 12:15:26,120.0,0
3,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144481.2,-52659.4,788.0,804.0,100.0,51.0,0.0,650.4,-33.63326,-70.610417,2020-04-08 12:17:26,120.0,0
4,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144481.2,-52659.4,788.0,804.0,100.0,51.0,0.0,649.8,-33.63326,-70.610417,2020-04-08 12:19:27,121.0,0
5,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144481.2,-52659.4,788.0,804.0,100.0,51.0,0.0,649.4,-33.63326,-70.610417,2020-04-08 12:20:27,60.0,0
6,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144481.2,-52659.4,788.0,804.0,100.0,50.0,0.0,649.0,-33.63326,-70.610417,2020-04-08 12:22:27,120.0,0
7,0.0,482.0,7.3,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144515.5,-52659.4,924.0,936.0,100.0,50.0,0.0,647.9,-33.63326,-70.610417,2020-04-08 12:24:27,120.0,0
8,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144532.5,-52659.4,960.0,972.0,100.0,50.0,0.0,647.7,-33.63326,-70.610417,2020-04-08 12:25:27,60.0,0
9,0.0,482.0,0.0,71285.6,5704.2,-996.3,-33538.8,-16845.1,-79.0,0.0,0.0,-922.1,-234.6,0.0,144532.5,-52659.4,948.0,960.0,100.0,50.0,0.0,647.3,-33.63326,-70.610417,2020-04-08 12:27:27,120.0,0
