,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,286.0,0.0,67551.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,840.0,68.0,56.0,0.0,634.5,-33.633402,-70.61065,2020-04-07 18:44:35,0.0,0
1,0.0,286.0,0.0,67551.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,848.0,68.0,55.0,0.0,634.4,-33.633402,-70.61065,2020-04-07 18:46:35,120.0,0
2,0.0,286.0,1.7,67551.5,20.4,0.0,-2.1,-10.4,0.0,0.0,0.0,0.0,0.0,0.0,169.5,-12.5,960.0,988.0,68.0,55.0,0.0,634.1,-33.633259,-70.610287,2020-04-07 18:48:35,120.0,0
3,100.0,286.0,239.0,67551.6,180.4,0.0,-8.9,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,524.5,-22.0,908.0,936.0,68.0,57.0,27.0,628.4,-33.633737,-70.610986,2020-04-07 18:50:35,120.0,0
4,93.0,282.0,49.6,67553.2,199.5,-0.3,-64.7,-158.3,0.0,0.0,0.0,-0.3,-0.3,0.0,2241.2,-223.9,896.0,920.0,68.0,63.0,53.0,629.9,-33.628017,-70.598482,2020-04-07 18:52:35,120.0,0
5,43.0,282.0,30.6,67554.6,199.5,-24.2,-363.1,-265.7,0.0,0.0,0.0,-29.1,-3.4,0.0,3631.3,-695.6,840.0,872.0,68.0,65.0,23.0,631.9,-33.615885,-70.599771,2020-04-07 18:54:35,120.0,0
6,0.0,280.0,13.6,67555.6,215.9,-30.0,-536.5,-647.6,-28.5,0.0,0.0,-78.2,-32.6,15.0,5758.1,-1363.4,788.0,820.0,67.0,74.0,0.0,630.5,-33.616519,-70.59123,2020-04-07 18:56:35,120.0,0
7,46.0,280.0,93.0,67556.0,306.6,-30.0,-715.1,-769.4,-28.5,0.0,0.0,-86.8,-34.7,0.0,6955.2,-1674.7,896.0,920.0,67.0,75.0,24.0,628.8,-33.615553,-70.586713,2020-04-07 18:58:35,120.0,0
8,72.0,156.0,139.6,67557.1,330.2,-37.0,-884.6,-1016.8,-28.5,0.0,0.0,-158.5,-69.4,0.0,8836.9,-2204.8,788.0,828.0,66.0,79.0,26.0,627.8,-33.614028,-70.576465,2020-04-07 19:00:35,120.0,0
9,0.0,152.0,2.3,67557.6,380.4,-38.7,-1031.2,-1151.4,-28.5,0.0,0.0,-166.0,-69.8,0.0,9712.2,-2495.7,896.0,932.0,66.0,76.0,0.0,631.2,-33.611514,-70.574484,2020-04-07 19:02:35,120.0,0
