,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,840.0,68.0,57.0,0.0,633.1,-33.633071,-70.610551,2020-04-08 17:44:29,0.0,0
1,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,840.0,68.0,57.0,0.0,633.1,-33.633071,-70.610551,2020-04-08 17:45:29,60.0,0
2,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,852.0,68.0,56.0,0.0,633.1,-33.633071,-70.610551,2020-04-08 17:47:29,120.0,0
3,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,852.0,68.0,55.0,0.0,633.1,-33.633071,-70.610551,2020-04-08 17:49:29,120.0,0
4,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,852.0,68.0,55.0,0.0,633.1,-33.633071,-70.610551,2020-04-08 17:50:29,60.0,0
5,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,840.0,68.0,54.0,0.0,633.2,-33.633071,-70.610551,2020-04-08 17:52:29,120.0,0
6,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,844.0,68.0,54.0,0.0,633.1,-33.633071,-70.610551,2020-04-08 17:54:29,120.0,0
7,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,856.0,68.0,53.0,0.0,633.1,-33.633071,-70.610551,2020-04-08 17:55:29,60.0,0
8,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,840.0,68.0,53.0,0.0,633.2,-33.633071,-70.610551,2020-04-08 17:57:29,120.0,0
9,0.0,378.0,0.0,63401.1,14524.7,-1478.8,-78913.6,-47762.4,-1066.3,0.0,0.0,-3484.4,-452.1,0.0,364064.6,-138674.4,840.0,840.0,68.0,53.0,0.0,633.2,-33.633071,-70.610551,2020-04-08 17:59:29,120.0,0
