,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,492.0,0.0,74276.6,4954.2,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,150182.5,-53253.4,968.0,972.0,100.0,48.0,0.0,651.1,-33.633167,-70.610457,2020-04-08 11:53:01,0.0,0
1,0.0,492.0,0.0,74276.6,4954.2,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,150182.5,-53253.4,908.0,920.0,100.0,47.0,0.0,650.3,-33.633167,-70.610457,2020-04-08 11:56:01,180.0,0
2,0.0,492.0,0.0,74276.6,4954.2,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,150261.4,-53253.4,988.0,1000.0,100.0,47.0,0.0,648.7,-33.633167,-70.610457,2020-04-08 11:59:01,180.0,0
3,0.0,492.0,0.0,74276.6,4954.2,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,150261.4,-53253.4,988.0,1000.0,100.0,47.0,0.0,648.5,-33.633167,-70.610457,2020-04-08 12:00:01,60.0,0
4,0.0,492.0,0.0,74276.6,4954.2,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,14.0,150261.7,-53253.4,960.0,972.0,100.0,47.0,0.0,648.4,-33.633167,-70.610457,2020-04-08 12:01:01,60.0,0
5,0.0,492.0,0.0,74276.6,4954.2,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,8.0,150261.8,-53253.4,868.0,880.0,100.0,47.0,0.0,648.0,-33.633167,-70.610457,2020-04-08 12:03:01,120.0,0
6,0.0,492.0,1.7,74276.6,4954.2,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,150296.4,-53253.4,828.0,840.0,100.0,47.0,0.0,647.5,-33.633167,-70.610457,2020-04-08 12:05:01,120.0,0
7,0.0,492.0,65.8,74276.6,5005.5,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,150399.0,-53253.4,892.0,896.0,100.0,47.0,12.0,644.9,-33.633167,-70.610457,2020-04-08 12:06:01,60.0,0
8,0.0,492.0,2.9,74276.8,5029.9,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,17.0,150581.9,-53253.4,896.0,904.0,100.0,48.0,5.0,644.9,-33.63344,-70.609955,2020-04-08 12:08:01,120.0,0
9,0.0,492.0,2.9,74276.8,5029.9,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,17.0,150581.9,-53253.4,896.0,904.0,100.0,48.0,5.0,644.9,-33.63344,-70.609955,2020-04-08 12:08:01,0.0,0
10,28.0,492.0,39.6,74276.9,5157.0,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,150745.7,-53253.4,840.0,856.0,100.0,49.0,12.0,643.0,-33.633819,-70.610951,2020-04-08 12:09:01,60.0,0
11,44.0,490.0,105.5,74277.4,5198.9,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,151473.4,-53253.4,804.0,808.0,100.0,50.0,47.0,637.7,-33.632348,-70.607514,2020-04-08 12:11:01,120.0,0
12,48.0,490.0,97.1,74278.2,5198.9,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,152130.4,-53253.4,804.0,816.0,100.0,52.0,47.0,636.8,-33.629776,-70.59993,2020-04-08 12:12:01,60.0,0
13,48.0,490.0,97.1,74278.2,5198.9,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,152130.4,-53253.4,804.0,816.0,100.0,52.0,47.0,636.8,-33.629776,-70.59993,2020-04-08 12:12:01,0.0,0
14,85.0,488.0,183.6,74279.4,5217.7,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,153838.9,-53253.4,1000.0,1000.0,99.0,56.0,48.0,632.6,-33.619871,-70.598636,2020-04-08 12:14:01,120.0,0
15,0.0,488.0,2.1,74280.1,5217.7,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,10.0,154304.0,-53253.4,944.0,952.0,99.0,58.0,0.0,637.6,-33.615523,-70.598512,2020-04-08 12:15:01,60.0,0
16,0.0,248.0,2.0,74280.1,5231.1,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,15.0,154372.1,-53253.4,880.0,896.0,99.0,58.0,0.0,638.3,-33.615076,-70.597836,2020-04-08 12:16:01,60.0,0
17,0.0,248.0,1.9,74280.2,5256.0,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,15.0,154562.8,-53253.4,840.0,856.0,99.0,58.0,0.0,638.4,-33.614911,-70.596802,2020-04-08 12:17:01,60.0,0
18,75.0,232.0,52.5,74280.6,5314.6,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,155164.6,-53253.4,768.0,776.0,98.0,59.0,2.0,637.5,-33.61629,-70.59337,2020-04-08 12:19:01,120.0,0
19,15.0,226.0,5.3,74281.0,5353.6,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,155979.7,-53253.4,996.0,1000.0,98.0,61.0,35.0,637.2,-33.615592,-70.586798,2020-04-08 12:21:01,120.0,0
20,100.0,230.0,115.0,74281.7,5404.0,-717.8,-24460.6,-24914.6,-162.6,0.0,0.0,-2596.0,-343.3,0.0,157013.1,-53253.4,856.0,856.0,98.0,63.0,6.0,635.9,-33.614824,-70.582884,2020-04-08 12:22:01,60.0,0
21,0.0,178.0,1.6,74282.5,5490.3,-727.3,-24684.5,-24975.2,-162.6,0.0,0.0,-2607.4,-344.1,18.0,158474.8,-53559.5,964.0,972.0,98.0,70.0,0.0,638.4,-33.613748,-70.574642,2020-04-08 12:25:01,180.0,0
22,0.0,178.0,1.6,74282.5,5490.3,-727.3,-24684.5,-24975.2,-162.6,0.0,0.0,-2607.4,-344.1,18.0,158474.8,-53559.5,964.0,972.0,98.0,70.0,0.0,638.4,-33.613748,-70.574642,2020-04-08 12:25:01,0.0,0
23,0.0,172.0,1.7,74282.7,5514.7,-730.2,-24738.4,-24975.2,-162.6,0.0,0.0,-2607.5,-344.1,11.0,158748.2,-53616.4,920.0,936.0,98.0,69.0,0.0,638.4,-33.612832,-70.574227,2020-04-08 12:26:01,60.0,0
