,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,63.0,476.0,143.9,67278.4,813.7,-37.3,-2771.5,-2442.0,-63.1,0.0,0.0,-48.6,-1.7,0.0,20624.1,-5366.8,908.0,908.0,96.0,69.0,23.0,636.7,-33.535241,-70.593006,2020-04-07 18:14:06,0.0,0
1,0.0,500.0,7.1,67279.3,832.9,-37.6,-3210.8,-2678.7,-63.1,0.0,0.0,-51.1,-1.7,18.0,21624.1,-6045.6,828.0,832.0,95.0,74.0,0.0,639.2,-33.527365,-70.596409,2020-04-07 18:16:06,120.0,0
2,100.0,500.0,205.5,67282.0,962.8,-56.5,-4090.4,-3708.5,-63.1,0.0,0.0,-62.5,-6.7,0.0,25475.7,-7994.5,816.0,824.0,95.0,77.0,50.0,633.9,-33.508881,-70.611475,2020-04-07 18:23:06,420.0,0
3,0.0,500.0,15.9,67283.1,982.0,-56.6,-4340.0,-4096.7,-63.1,0.0,0.0,-74.8,-6.7,0.0,26158.0,-8644.7,752.0,764.0,95.0,76.0,0.0,639.3,-33.50125,-70.615317,2020-04-07 18:25:06,120.0,0
4,0.0,500.0,2.7,67283.6,1021.0,-57.1,-4494.7,-4531.6,-63.1,0.0,0.0,-74.9,-6.7,22.0,27200.6,-9235.1,920.0,932.0,95.0,78.0,0.0,639.0,-33.496656,-70.61638,2020-04-07 18:27:06,120.0,0
5,52.0,500.0,87.3,67284.2,1077.4,-67.0,-4587.9,-4739.6,-63.1,0.0,0.0,-76.5,-7.1,0.0,27777.3,-9548.0,856.0,868.0,95.0,74.0,19.0,637.5,-33.492029,-70.617179,2020-04-07 18:29:06,120.0,0
6,100.0,482.0,7.9,67285.2,1098.1,-67.6,-4601.0,-4973.6,-63.1,0.0,0.0,-77.2,-7.9,0.0,28805.9,-9797.3,828.0,828.0,94.0,73.0,54.0,637.8,-33.484444,-70.620278,2020-04-07 18:31:06,120.0,0
7,20.0,500.0,-2.5,67286.7,1098.1,-80.9,-4849.7,-5053.5,-63.1,0.0,0.0,-93.7,-14.9,0.0,29662.9,-10162.9,812.0,816.0,94.0,71.0,43.0,638.2,-33.471576,-70.623793,2020-04-07 18:33:06,120.0,0
8,0.0,468.0,-23.3,67288.4,1129.1,-112.5,-5269.0,-5210.7,-63.1,0.0,0.0,-127.3,-23.7,15.0,31483.1,-10815.1,908.0,920.0,94.0,74.0,15.0,638.5,-33.458351,-70.62899,2020-04-07 18:36:06,180.0,0
9,0.0,410.0,1.7,67289.1,1169.1,-113.7,-5476.7,-5524.5,-63.1,0.0,0.0,-130.0,-26.4,20.0,32843.7,-11343.4,828.0,840.0,94.0,79.0,0.0,638.2,-33.452156,-70.630849,2020-04-07 18:38:06,120.0,0
