,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,228.0,0.0,66062.0,4448.5,-1373.5,-20156.3,-10923.9,-47.2,0.0,0.0,-1050.4,-266.2,0.0,109279.5,-34042.7,832.0,844.0,78.0,59.0,0.0,639.3,-33.436039,-70.639108,2020-04-07 18:14:18,0.0,0
1,0.0,228.0,0.0,66062.0,4448.5,-1373.5,-20156.3,-10923.9,-47.2,0.0,0.0,-1050.4,-266.2,0.0,109279.5,-34042.7,832.0,852.0,78.0,59.0,0.0,639.3,-33.436039,-70.639108,2020-04-07 18:16:18,120.0,0
2,0.0,228.0,0.0,66062.0,4448.5,-1373.5,-20156.3,-10923.9,-47.2,0.0,0.0,-1050.4,-266.2,0.0,109279.5,-34042.7,832.0,844.0,78.0,58.0,0.0,639.3,-33.436039,-70.639108,2020-04-07 18:18:18,120.0,0
3,35.0,226.0,107.9,66063.2,4576.4,-1413.1,-20544.1,-10974.4,-47.2,0.0,0.0,-1077.7,-270.1,0.0,111180.5,-34557.7,936.0,948.0,77.0,66.0,28.0,635.9,-33.442743,-70.633688,2020-04-07 18:24:18,360.0,0
4,35.0,226.0,107.9,66063.2,4576.4,-1413.1,-20544.1,-10974.4,-47.2,0.0,0.0,-1077.7,-270.1,0.0,111180.5,-34557.7,936.0,948.0,77.0,66.0,28.0,635.9,-33.442743,-70.633688,2020-04-07 18:24:18,0.0,0
5,100.0,250.0,238.9,66065.9,4705.0,-1476.2,-21304.3,-11530.3,-47.2,0.0,0.0,-1139.9,-283.1,0.0,114067.5,-36032.8,788.0,812.0,77.0,75.0,26.0,633.2,-33.464705,-70.627221,2020-04-07 18:31:18,420.0,0
6,100.0,340.0,45.1,66067.0,4749.3,-1485.9,-21403.9,-11695.8,-47.2,0.0,0.0,-1141.8,-284.5,0.0,115414.7,-36310.9,988.0,1000.0,76.0,77.0,53.0,635.1,-33.473606,-70.62346,2020-04-07 18:33:18,120.0,0
7,100.0,340.0,199.2,66067.6,4771.3,-1490.3,-21590.9,-11735.5,-47.2,0.0,0.0,-1147.2,-284.7,0.0,115728.7,-36547.7,896.0,912.0,76.0,75.0,21.0,633.4,-33.478703,-70.62209,2020-04-07 18:34:18,60.0,0
8,100.0,340.0,199.2,66067.6,4771.3,-1490.3,-21590.9,-11735.5,-47.2,0.0,0.0,-1147.2,-284.7,0.0,115728.7,-36547.7,896.0,912.0,76.0,75.0,21.0,633.4,-33.478703,-70.62209,2020-04-07 18:34:18,0.0,0
9,96.0,250.0,192.0,66070.0,4888.3,-1497.9,-21975.1,-12107.8,-47.2,0.0,0.0,-1151.3,-286.4,0.0,119061.2,-37317.6,920.0,932.0,76.0,74.0,26.0,632.2,-33.498074,-70.615978,2020-04-07 18:40:18,360.0,0
