,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,372.0,-171.1,70636.0,661.6,-79.7,-6114.3,-2369.7,0.0,0.0,0.0,-775.1,-83.2,24.0,26658.9,-9433.2,828.0,856.0,94.0,56.0,30.0,640.8,-33.438772,-70.636019,2020-03-02 05:41:34,0.0,0
1,85.0,372.0,194.5,70636.5,661.9,-86.8,-6354.2,-2588.5,0.0,0.0,0.0,-793.7,-88.8,0.0,27669.1,-9923.3,804.0,816.0,94.0,61.0,38.0,633.5,-33.441775,-70.633904,2020-03-02 05:42:34,60.0,0
2,92.0,372.0,211.6,70637.2,683.1,-87.1,-6523.9,-2816.5,0.0,0.0,0.0,-821.9,-113.4,0.0,28516.3,-10374.1,816.0,832.0,94.0,63.0,40.0,632.8,-33.447483,-70.632167,2020-03-02 05:43:34,60.0,0
3,73.0,372.0,12.7,70637.8,704.5,-90.8,-6554.1,-2943.5,0.0,0.0,0.0,-830.1,-124.6,0.0,29194.3,-10554.5,1000.0,1000.0,94.0,67.0,54.0,637.2,-33.452803,-70.630678,2020-03-02 05:44:34,60.0,0
4,0.0,372.0,-245.0,70638.5,721.0,-91.1,-6670.7,-3293.6,0.0,0.0,0.0,-839.1,-124.6,31.0,29708.0,-11030.5,920.0,948.0,94.0,68.0,25.0,644.3,-33.45821,-70.628942,2020-03-02 05:45:34,60.0,0
5,74.0,372.0,11.4,70639.1,737.4,-91.1,-6672.9,-3363.8,0.0,0.0,0.0,-841.6,-124.9,0.0,30280.5,-11105.7,888.0,908.0,94.0,69.0,54.0,637.6,-33.463697,-70.627396,2020-03-02 05:46:34,60.0,0
6,0.0,372.0,1.8,70639.5,755.5,-91.7,-6710.9,-3650.3,0.0,0.0,0.0,-845.3,-124.9,19.0,30469.8,-11434.5,808.0,836.0,94.0,69.0,0.0,638.7,-33.467231,-70.626385,2020-03-02 05:47:34,60.0,0
7,70.0,370.0,25.8,70640.2,774.0,-91.7,-6710.9,-3650.3,0.0,0.0,0.0,-845.3,-124.9,0.0,31210.9,-11434.5,816.0,840.0,94.0,69.0,54.0,636.6,-33.471394,-70.623886,2020-03-02 05:48:34,60.0,0
8,0.0,370.0,-144.0,70641.0,774.0,-93.2,-6863.5,-3658.7,0.0,0.0,0.0,-857.7,-128.6,26.0,31576.2,-11613.3,804.0,820.0,94.0,67.0,25.0,641.1,-33.478402,-70.622134,2020-03-02 05:49:34,60.0,0
9,0.0,442.0,-7.7,70641.6,794.6,-93.2,-6866.1,-3724.2,0.0,0.0,0.0,-858.5,-128.8,0.0,32411.9,-11682.2,1000.0,1000.0,94.0,68.0,52.0,636.9,-33.48345,-70.62076,2020-03-02 05:50:34,60.0,0
10,0.0,440.0,1.7,70642.1,814.0,-93.3,-6915.4,-3984.7,0.0,0.0,0.0,-875.0,-134.3,20.0,32891.2,-12014.2,936.0,960.0,93.0,69.0,0.0,638.1,-33.487101,-70.618665,2020-03-02 05:51:34,60.0,0
11,0.0,460.0,-1.5,70642.6,831.7,-93.4,-6962.6,-4202.6,0.0,0.0,0.0,-875.0,-134.3,15.0,33626.5,-12279.5,920.0,948.0,93.0,70.0,2.0,638.8,-33.491094,-70.617532,2020-03-02 05:52:34,60.0,0
12,82.0,460.0,90.7,70643.2,851.1,-93.4,-6962.7,-4202.6,0.0,0.0,0.0,-877.6,-135.0,0.0,34641.7,-12282.8,856.0,884.0,93.0,72.0,52.0,634.3,-33.496438,-70.616323,2020-03-02 05:53:34,60.0,0
13,0.0,386.0,1.8,70643.7,870.4,-93.8,-7193.3,-4454.9,0.0,0.0,0.0,-882.9,-135.5,18.0,35341.1,-12771.9,816.0,840.0,93.0,73.0,0.0,638.0,-33.500941,-70.615474,2020-03-02 05:54:34,60.0,0
14,72.0,386.0,74.0,70644.0,892.2,-93.8,-7193.3,-4454.9,0.0,0.0,0.0,-882.9,-135.5,0.0,36003.6,-12771.9,816.0,840.0,93.0,72.0,52.0,634.5,-33.502969,-70.615102,2020-03-02 05:55:34,60.0,0
15,85.0,306.0,185.5,70644.7,908.1,-101.6,-7388.4,-4557.9,0.0,0.0,0.0,-884.4,-135.7,0.0,36831.3,-13079.6,804.0,828.0,92.0,72.0,43.0,632.3,-33.508384,-70.613549,2020-03-02 05:56:34,60.0,0
16,0.0,306.0,-94.0,70645.3,931.1,-101.7,-7409.5,-4728.9,0.0,0.0,0.0,-884.4,-135.7,19.0,37827.8,-13271.8,1000.0,1000.0,92.0,74.0,49.0,637.3,-33.512431,-70.609593,2020-03-02 05:57:34,60.0,0
17,70.0,276.0,151.0,70645.5,953.8,-101.7,-7551.2,-4840.1,0.0,0.0,0.0,-884.4,-135.7,0.0,38366.5,-13524.7,988.0,1000.0,92.0,73.0,50.0,632.6,-33.514084,-70.608224,2020-03-02 05:58:34,60.0,0
18,0.0,276.0,-140.1,70646.4,953.8,-104.7,-7666.3,-4840.1,0.0,0.0,0.0,-901.0,-138.2,21.0,39025.0,-13662.6,960.0,980.0,92.0,72.0,27.0,640.7,-33.519719,-70.60266,2020-03-02 05:59:34,60.0,0
