,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,940.0,960.0,100.0,55.0,0.0,660.1,-33.633548,-70.610693,2020-04-08 12:53:07,0.0,0
1,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,940.0,960.0,100.0,53.0,0.0,655.9,-33.633548,-70.610693,2020-04-08 12:57:07,240.0,0
2,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,944.0,960.0,100.0,52.0,0.0,654.3,-33.633548,-70.610693,2020-04-08 13:00:07,180.0,0
3,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,936.0,960.0,100.0,52.0,0.0,653.9,-33.633548,-70.610693,2020-04-08 13:01:07,60.0,0
4,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,940.0,960.0,100.0,51.0,0.0,653.2,-33.633548,-70.610693,2020-04-08 13:03:07,120.0,0
5,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,936.0,960.0,100.0,51.0,0.0,652.4,-33.633548,-70.610693,2020-04-08 13:05:07,120.0,0
6,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,936.0,956.0,100.0,51.0,0.0,652.0,-33.633548,-70.610693,2020-04-08 13:06:07,60.0,0
7,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,936.0,948.0,100.0,51.0,0.0,651.4,-33.633548,-70.610693,2020-04-08 13:08:07,120.0,0
8,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,936.0,948.0,100.0,51.0,0.0,651.1,-33.633548,-70.610693,2020-04-08 13:09:07,60.0,0
9,0.0,500.0,0.0,71953.9,5370.3,-1364.0,-34824.3,-12188.6,-51.1,0.0,0.0,-856.2,-219.3,0.0,137417.5,-49556.4,936.0,948.0,100.0,51.0,0.0,651.1,-33.633548,-70.610693,2020-04-08 13:09:07,0.0,0
