,Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora,deltaTime,travel
0,0.0,366.0,0.0,43778.0,21313.2,-2419.9,-98295.8,-74367.1,-337.0,0.0,0.0,-6033.8,-1462.4,0.0,568348.1,-183078.5,920.0,920.0,66.0,55.0,0.0,633.1,-33.633223,-70.610575,2020-04-07 18:23:23,0.0,0
1,8.0,366.0,2.7,43778.1,21354.9,-2420.0,-98299.8,-74381.8,-337.0,0.0,0.0,-6033.9,-1462.4,0.0,568479.4,-183097.4,788.0,788.0,66.0,55.0,0.0,632.6,-33.633041,-70.609772,2020-04-07 18:25:23,120.0,0
2,8.0,366.0,2.7,43778.1,21354.9,-2420.0,-98299.8,-74381.8,-337.0,0.0,0.0,-6033.9,-1462.4,0.0,568479.4,-183097.4,788.0,788.0,66.0,55.0,0.0,632.6,-33.633041,-70.609772,2020-04-07 18:25:23,0.0,0
3,0.0,360.0,3.3,43780.2,21500.8,-2424.0,-98416.2,-74381.8,-337.0,0.0,0.0,-6038.1,-1463.3,13.0,570837.2,-183222.7,956.0,956.0,65.0,61.0,46.0,628.8,-33.625712,-70.597714,2020-04-07 18:29:23,240.0,0
4,58.0,360.0,156.2,43781.4,21530.1,-2436.1,-98788.0,-74640.6,-337.0,0.0,0.0,-6050.9,-1467.3,0.0,572251.4,-183882.9,876.0,872.0,65.0,68.0,21.0,627.5,-33.615853,-70.5997,2020-04-07 18:31:23,120.0,0
5,0.0,360.0,2.4,43781.8,21605.9,-2440.7,-98940.8,-74641.9,-337.0,0.0,0.0,-6056.4,-1471.2,5.0,572893.5,-184051.5,804.0,804.0,65.0,69.0,19.0,630.0,-33.61486,-70.596379,2020-04-07 18:33:23,120.0,0
6,0.0,170.0,1.7,43782.3,21605.9,-2443.6,-99213.2,-74724.9,-337.0,0.0,0.0,-6067.2,-1473.6,0.0,573883.6,-184423.3,988.0,988.0,65.0,71.0,0.0,630.7,-33.616504,-70.591054,2020-04-07 18:35:23,120.0,0
7,0.0,180.0,1.7,43782.7,21621.4,-2447.6,-99401.4,-74730.8,-337.0,0.0,0.0,-6071.7,-1473.6,14.0,574527.9,-184625.4,896.0,908.0,64.0,69.0,0.0,630.5,-33.615607,-70.587027,2020-04-07 18:37:23,120.0,0
8,0.0,188.0,-113.8,43783.8,21663.6,-2457.4,-99754.2,-74752.5,-337.0,0.0,0.0,-6083.0,-1476.0,20.0,576071.1,-185026.0,828.0,836.0,64.0,71.0,17.0,632.2,-33.614078,-70.576635,2020-04-07 18:40:23,180.0,0
9,52.0,152.0,98.3,43784.2,21704.4,-2459.2,-99922.1,-74761.8,-337.0,0.0,0.0,-6094.7,-1477.9,0.0,576819.7,-185218.8,788.0,788.0,64.0,72.0,29.0,627.9,-33.612307,-70.574376,2020-04-07 18:42:23,120.0,0
10,0.0,162.0,2.5,43785.0,21737.4,-2471.2,-100307.5,-74794.6,-337.0,0.0,0.0,-6097.4,-1478.3,0.0,577563.2,-185652.5,936.0,940.0,64.0,73.0,2.0,630.9,-33.605854,-70.575958,2020-04-07 18:44:23,120.0,0
11,0.0,180.0,2.7,43785.3,21762.0,-2473.3,-100349.7,-74938.8,-337.0,0.0,0.0,-6101.0,-1480.5,0.0,577950.1,-185846.8,908.0,908.0,64.0,71.0,0.0,631.1,-33.603293,-70.576992,2020-04-07 18:46:23,120.0,0
