Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,408.0,1.8,25542.7,1099.9,-136.3,-6037.4,-4363.0,0.0,0.0,0.0,-273.9,-132.9,14.0,27254.5,-10946.8,860.0,880.0,95.0,73.0,0.0,639.4,-33.491754,-70.617372,2019-08-05 17:11:48
0.0,408.0,1.8,25542.7,1099.9,-136.3,-6037.4,-4363.0,0.0,0.0,0.0,-273.9,-132.9,14.0,27254.5,-10946.8,860.0,880.0,95.0,73.0,0.0,639.4,-33.491754,-70.617372,2019-08-05 17:11:48
100.0,408.0,223.8,25543.9,1154.3,-140.3,-6357.8,-4673.0,0.0,0.0,0.0,-289.2,-138.8,0.0,28656.7,-11602.4,828.0,856.0,95.0,72.0,31.0,634.9,-33.481875,-70.621141,2019-08-05 17:14:48
100.0,408.0,223.8,25543.9,1154.3,-140.3,-6357.8,-4673.0,0.0,0.0,0.0,-289.2,-138.8,0.0,28656.7,-11602.4,828.0,856.0,95.0,72.0,31.0,634.9,-33.481875,-70.621141,2019-08-05 17:14:48
0.0,408.0,1.7,25544.2,1154.3,-140.4,-6491.1,-4781.3,0.0,0.0,0.0,-290.3,-139.4,15.0,29052.5,-11845.9,816.0,840.0,95.0,73.0,0.0,639.2,-33.479259,-70.621771,2019-08-05 17:15:48
0.0,408.0,1.7,25544.2,1154.3,-140.4,-6491.1,-4781.3,0.0,0.0,0.0,-290.3,-139.4,15.0,29052.5,-11845.9,816.0,840.0,95.0,73.0,0.0,639.2,-33.479259,-70.621771,2019-08-05 17:15:48
0.0,408.0,1.7,25544.2,1154.3,-140.4,-6491.1,-4781.3,0.0,0.0,0.0,-290.3,-139.4,15.0,29052.5,-11845.9,816.0,840.0,95.0,73.0,0.0,639.2,-33.479259,-70.621771,2019-08-05 17:15:48
0.0,430.0,-264.4,25545.6,1195.0,-140.8,-6755.8,-4875.5,0.0,0.0,0.0,-307.1,-161.0,28.0,30598.2,-12243.8,972.0,996.0,95.0,73.0,40.0,642.2,-33.468324,-70.626178,2019-08-05 17:17:48
0.0,408.0,120.5,25545.9,1235.4,-143.9,-6796.2,-5053.8,0.0,0.0,0.0,-311.9,-162.3,0.0,31281.0,-12471.7,896.0,924.0,94.0,75.0,48.0,634.5,-33.465625,-70.626944,2019-08-05 17:18:48
0.0,408.0,1.5,25546.6,1235.4,-144.3,-6938.7,-5245.4,0.0,0.0,0.0,-325.2,-167.5,15.0,31892.4,-12824.9,880.0,908.0,94.0,75.0,0.0,638.7,-33.46006,-70.628534,2019-08-05 17:19:48
0.0,428.0,-272.3,25547.1,1255.8,-144.4,-7015.5,-5288.2,0.0,0.0,0.0,-331.6,-174.3,26.0,32741.2,-12957.8,868.0,896.0,94.0,76.0,38.0,642.0,-33.456347,-70.629569,2019-08-05 17:20:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,63.0,0.0,639.6,-33.436043,-70.639103,2019-08-05 17:34:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,62.0,0.0,639.6,-33.436043,-70.639103,2019-08-05 17:35:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,61.0,0.0,639.7,-33.436043,-70.639103,2019-08-05 17:36:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,60.0,0.0,639.7,-33.436043,-70.639103,2019-08-05 17:37:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,824.0,840.0,94.0,60.0,0.0,639.7,-33.436043,-70.639103,2019-08-05 17:38:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,59.0,0.0,639.8,-33.436043,-70.639103,2019-08-05 17:39:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,59.0,0.0,639.8,-33.436043,-70.639103,2019-08-05 17:41:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,59.0,0.0,639.8,-33.436043,-70.639103,2019-08-05 17:41:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,59.0,0.0,639.8,-33.436043,-70.639103,2019-08-05 17:41:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,59.0,0.0,639.8,-33.436043,-70.639103,2019-08-05 17:41:48
0.0,296.0,0.0,25549.9,1422.4,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36877.8,-14451.5,816.0,840.0,94.0,59.0,0.0,639.8,-33.436043,-70.639103,2019-08-05 17:41:48
0.0,296.0,8.1,25549.9,1437.2,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,18.0,36907.6,-14451.5,772.0,788.0,94.0,58.0,0.0,639.7,-33.436043,-70.639103,2019-08-05 17:43:48
0.0,296.0,0.0,25549.9,1437.2,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36961.2,-14451.5,1000.0,1000.0,94.0,58.0,0.0,639.8,-33.436043,-70.639103,2019-08-05 17:44:48
0.0,296.0,0.0,25549.9,1437.2,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36961.2,-14451.5,972.0,1000.0,94.0,58.0,0.0,639.9,-33.436043,-70.639103,2019-08-05 17:45:48
0.0,296.0,0.0,25549.9,1437.2,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36961.2,-14451.5,972.0,1000.0,94.0,58.0,0.0,639.9,-33.436043,-70.639103,2019-08-05 17:45:48
0.0,296.0,0.0,25549.9,1437.2,-205.0,-7779.2,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,36961.2,-14451.5,972.0,1000.0,94.0,57.0,0.0,639.9,-33.436043,-70.639103,2019-08-05 17:47:48
72.0,292.0,156.5,25550.1,1497.8,-205.0,-7824.5,-5867.8,0.0,0.0,0.0,-401.6,-192.8,0.0,37461.0,-14496.9,856.0,868.0,93.0,58.0,42.0,634.7,-33.436827,-70.638331,2019-08-05 17:51:48
0.0,292.0,1.8,25550.4,1520.4,-208.2,-7946.6,-6003.2,0.0,0.0,0.0,-404.4,-193.0,16.0,37871.9,-14761.0,788.0,816.0,93.0,63.0,0.0,639.2,-33.437526,-70.636564,2019-08-05 17:52:48
0.0,292.0,-109.7,25550.7,1557.2,-210.7,-8080.6,-6025.8,0.0,0.0,0.0,-405.0,-193.0,23.0,38363.6,-14920.8,904.0,920.0,93.0,66.0,22.0,640.1,-33.439975,-70.635568,2019-08-05 17:53:48
0.0,292.0,2.3,25551.1,1571.5,-213.7,-8336.3,-6025.8,0.0,0.0,0.0,-407.3,-193.5,7.0,38859.3,-15182.3,972.0,996.0,93.0,68.0,3.0,639.2,-33.442557,-70.6337,2019-08-05 17:54:48
0.0,292.0,1.7,25551.1,1589.6,-213.7,-8368.9,-6038.5,0.0,0.0,0.0,-407.3,-193.5,16.0,38985.3,-15227.6,856.0,876.0,93.0,68.0,0.0,639.2,-33.442953,-70.633523,2019-08-05 17:55:48
0.0,292.0,1.7,25551.4,1606.5,-213.9,-8601.4,-6038.5,0.0,0.0,0.0,-412.5,-194.2,16.0,39381.7,-15466.2,840.0,860.0,93.0,69.0,0.0,639.4,-33.445177,-70.632851,2019-08-05 17:56:48
0.0,292.0,1.6,25551.6,1625.1,-220.0,-8795.1,-6070.4,0.0,0.0,0.0,-418.5,-194.4,0.0,39796.0,-15704.0,828.0,840.0,93.0,70.0,0.0,639.2,-33.447177,-70.632293,2019-08-05 17:57:48
74.0,292.0,149.4,25552.0,1663.6,-220.2,-8869.3,-6179.0,0.0,0.0,0.0,-428.1,-199.2,0.0,40603.4,-15904.9,888.0,908.0,93.0,73.0,46.0,636.3,-33.450417,-70.631345,2019-08-05 17:58:48
0.0,292.0,1.7,25552.6,1663.6,-243.5,-9240.4,-6179.0,0.0,0.0,0.0,-430.3,-199.4,12.0,40991.6,-16301.8,956.0,976.0,93.0,73.0,0.0,639.2,-33.454938,-70.63005,2019-08-05 17:59:48
90.0,302.0,202.8,25552.6,1708.3,-243.5,-9249.8,-6192.5,0.0,0.0,0.0,-430.3,-199.4,0.0,41226.7,-16324.8,896.0,920.0,93.0,71.0,28.0,634.4,-33.455364,-70.629925,2019-08-05 18:00:48
0.0,302.0,-180.6,25553.0,1726.2,-243.7,-9468.7,-6364.6,0.0,0.0,0.0,-430.8,-199.4,28.0,41854.4,-16716.7,868.0,896.0,93.0,73.0,26.0,641.4,-33.458231,-70.629009,2019-08-05 18:01:48
0.0,380.0,-187.6,25553.3,1747.4,-243.8,-9607.4,-6535.8,0.0,0.0,0.0,-434.6,-200.1,27.0,42416.8,-17031.4,816.0,832.0,92.0,76.0,26.0,642.3,-33.461354,-70.628093,2019-08-05 18:02:48
0.0,310.0,-244.3,25555.0,1837.3,-249.9,-10037.2,-7019.3,0.0,0.0,0.0,-451.7,-203.1,26.0,44852.1,-17971.2,972.0,996.0,92.0,77.0,34.0,641.8,-33.474387,-70.623208,2019-08-05 18:06:48
0.0,310.0,-244.3,25555.0,1837.3,-249.9,-10037.2,-7019.3,0.0,0.0,0.0,-451.7,-203.1,26.0,44852.1,-17971.2,972.0,996.0,92.0,77.0,34.0,641.8,-33.474387,-70.623208,2019-08-05 18:06:48
0.0,310.0,-244.3,25555.0,1837.3,-249.9,-10037.2,-7019.3,0.0,0.0,0.0,-451.7,-203.1,26.0,44852.1,-17971.2,972.0,996.0,92.0,77.0,34.0,641.8,-33.474387,-70.623208,2019-08-05 18:06:48
0.0,310.0,-244.3,25555.0,1837.3,-249.9,-10037.2,-7019.3,0.0,0.0,0.0,-451.7,-203.1,26.0,44852.1,-17971.2,972.0,996.0,92.0,77.0,34.0,641.8,-33.474387,-70.623208,2019-08-05 18:06:48
0.0,310.0,-244.3,25555.0,1837.3,-249.9,-10037.2,-7019.3,0.0,0.0,0.0,-451.7,-203.1,26.0,44852.1,-17971.2,972.0,996.0,92.0,77.0,34.0,641.8,-33.474387,-70.623208,2019-08-05 18:06:48
0.0,310.0,-244.3,25555.0,1837.3,-249.9,-10037.2,-7019.3,0.0,0.0,0.0,-451.7,-203.1,26.0,44852.1,-17971.2,972.0,996.0,92.0,77.0,34.0,641.8,-33.474387,-70.623208,2019-08-05 18:06:48
100.0,320.0,53.5,25556.1,1881.0,-255.5,-10260.8,-7244.8,0.0,0.0,0.0,-464.7,-213.9,0.0,46525.7,-18449.9,856.0,880.0,92.0,78.0,53.0,635.8,-33.483294,-70.620789,2019-08-05 18:08:48
100.0,320.0,53.5,25556.1,1881.0,-255.5,-10260.8,-7244.8,0.0,0.0,0.0,-464.7,-213.9,0.0,46525.7,-18449.9,856.0,880.0,92.0,78.0,53.0,635.8,-33.483294,-70.620789,2019-08-05 18:08:48
100.0,320.0,53.5,25556.1,1881.0,-255.5,-10260.8,-7244.8,0.0,0.0,0.0,-464.7,-213.9,0.0,46525.7,-18449.9,856.0,880.0,92.0,78.0,53.0,635.8,-33.483294,-70.620789,2019-08-05 18:08:48
0.0,322.0,1.7,25556.4,1881.0,-265.8,-10335.9,-7359.3,0.0,0.0,0.0,-472.0,-214.8,15.0,46650.4,-18658.5,832.0,856.0,92.0,75.0,0.0,638.4,-33.485413,-70.619551,2019-08-05 18:09:48
0.0,322.0,1.7,25556.4,1881.0,-265.8,-10335.9,-7359.3,0.0,0.0,0.0,-472.0,-214.8,15.0,46650.4,-18658.5,832.0,856.0,92.0,75.0,0.0,638.4,-33.485413,-70.619551,2019-08-05 18:09:48
0.0,322.0,1.7,25556.4,1881.0,-265.8,-10335.9,-7359.3,0.0,0.0,0.0,-472.0,-214.8,15.0,46650.4,-18658.5,832.0,856.0,92.0,75.0,0.0,638.4,-33.485413,-70.619551,2019-08-05 18:09:48
0.0,296.0,2.1,25556.6,1906.7,-265.9,-10371.9,-7508.8,0.0,0.0,0.0,-472.0,-214.8,15.0,47133.8,-18844.2,792.0,816.0,92.0,73.0,0.0,638.3,-33.486774,-70.618728,2019-08-05 18:10:48
0.0,296.0,2.1,25556.6,1906.7,-265.9,-10371.9,-7508.8,0.0,0.0,0.0,-472.0,-214.8,15.0,47133.8,-18844.2,792.0,816.0,92.0,73.0,0.0,638.3,-33.486774,-70.618728,2019-08-05 18:10:48
0.0,296.0,2.1,25556.6,1906.7,-265.9,-10371.9,-7508.8,0.0,0.0,0.0,-472.0,-214.8,15.0,47133.8,-18844.2,792.0,816.0,92.0,73.0,0.0,638.3,-33.486774,-70.618728,2019-08-05 18:10:48
0.0,296.0,2.1,25556.6,1906.7,-265.9,-10371.9,-7508.8,0.0,0.0,0.0,-472.0,-214.8,15.0,47133.8,-18844.2,792.0,816.0,92.0,73.0,0.0,638.3,-33.486774,-70.618728,2019-08-05 18:10:48
0.0,296.0,-277.2,25557.0,1953.3,-265.9,-10447.1,-7537.6,0.0,0.0,0.0,-472.0,-214.8,28.0,48000.8,-18948.3,788.0,812.0,92.0,75.0,37.0,641.9,-33.4907,-70.617647,2019-08-05 18:11:48
0.0,296.0,-277.2,25557.0,1953.3,-265.9,-10447.1,-7537.6,0.0,0.0,0.0,-472.0,-214.8,28.0,48000.8,-18948.3,788.0,812.0,92.0,75.0,37.0,641.9,-33.4907,-70.617647,2019-08-05 18:11:48
0.0,296.0,-277.2,25557.0,1953.3,-265.9,-10447.1,-7537.6,0.0,0.0,0.0,-472.0,-214.8,28.0,48000.8,-18948.3,788.0,812.0,92.0,75.0,37.0,641.9,-33.4907,-70.617647,2019-08-05 18:11:48
0.0,282.0,5.5,25557.1,1977.5,-265.9,-10474.8,-7708.1,0.0,0.0,0.0,-472.0,-214.8,16.0,48173.1,-19146.4,1000.0,1000.0,92.0,75.0,0.0,638.2,-33.491315,-70.617452,2019-08-05 18:12:48
100.0,282.0,208.1,25557.7,2002.6,-266.5,-10583.5,-7719.8,0.0,0.0,0.0,-474.9,-219.0,0.0,49230.6,-19274.6,972.0,1000.0,91.0,74.0,38.0,633.5,-33.496206,-70.616393,2019-08-05 18:13:48
100.0,210.0,228.3,25558.0,2053.9,-266.7,-10626.7,-7961.0,0.0,0.0,0.0,-475.6,-219.8,0.0,49913.1,-19560.9,840.0,868.0,91.0,73.0,23.0,634.0,-33.498417,-70.61585,2019-08-05 18:15:48
100.0,210.0,228.3,25558.0,2053.9,-266.7,-10626.7,-7961.0,0.0,0.0,0.0,-475.6,-219.8,0.0,49913.1,-19560.9,840.0,868.0,91.0,73.0,23.0,634.0,-33.498417,-70.61585,2019-08-05 18:15:48
100.0,210.0,228.3,25558.0,2053.9,-266.7,-10626.7,-7961.0,0.0,0.0,0.0,-475.6,-219.8,0.0,49913.1,-19560.9,840.0,868.0,91.0,73.0,23.0,634.0,-33.498417,-70.61585,2019-08-05 18:15:48
