Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
98.0,248.0,241.7,25241.8,10134.7,-932.1,-46983.0,-29335.9,-30.9,0.0,0.0,-2691.9,-614.8,0.0,221540.0,-80649.3,948.0,948.0,78.0,74.0,29.0,632.3,-33.614959,-70.597339,2019-08-05 17:12:01
98.0,248.0,241.7,25241.8,10134.7,-932.1,-46983.0,-29335.9,-30.9,0.0,0.0,-2691.9,-614.8,0.0,221540.0,-80649.3,948.0,948.0,78.0,74.0,29.0,632.3,-33.614959,-70.597339,2019-08-05 17:12:01
70.0,306.0,53.6,25243.6,10162.0,-943.3,-47438.3,-29696.8,-30.9,0.0,0.0,-2766.1,-638.8,0.0,223844.5,-81575.2,888.0,880.0,78.0,73.0,53.0,634.2,-33.62544,-70.598442,2019-08-05 17:15:01
70.0,306.0,53.6,25243.6,10162.0,-943.3,-47438.3,-29696.8,-30.9,0.0,0.0,-2766.1,-638.8,0.0,223844.5,-81575.2,888.0,880.0,78.0,73.0,53.0,634.2,-33.62544,-70.598442,2019-08-05 17:15:01
70.0,306.0,53.6,25243.6,10162.0,-943.3,-47438.3,-29696.8,-30.9,0.0,0.0,-2766.1,-638.8,0.0,223844.5,-81575.2,888.0,880.0,78.0,73.0,53.0,634.2,-33.62544,-70.598442,2019-08-05 17:15:01
70.0,306.0,53.6,25243.6,10162.0,-943.3,-47438.3,-29696.8,-30.9,0.0,0.0,-2766.1,-638.8,0.0,223844.5,-81575.2,888.0,880.0,78.0,73.0,53.0,634.2,-33.62544,-70.598442,2019-08-05 17:15:01
100.0,306.0,13.8,25244.4,10162.0,-947.9,-47513.2,-29773.9,-30.9,0.0,0.0,-2791.5,-642.1,0.0,224357.7,-81760.5,872.0,868.0,78.0,73.0,54.0,635.8,-33.630768,-70.602975,2019-08-05 17:16:01
100.0,300.0,224.4,25245.3,10162.0,-947.9,-47715.7,-29842.2,-30.9,0.0,0.0,-2796.3,-642.5,0.0,224526.3,-82036.7,868.0,856.0,78.0,72.0,30.0,633.6,-33.632179,-70.611247,2019-08-05 17:17:01
38.0,352.0,23.0,25246.1,10202.0,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225719.1,-82591.3,804.0,792.0,78.0,75.0,4.0,637.1,-33.6332,-70.610618,2019-08-05 17:19:01
0.0,350.0,10.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225848.3,-82591.3,984.0,972.0,77.0,72.0,0.0,637.3,-33.633269,-70.610454,2019-08-05 17:20:01
0.0,350.0,10.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225848.3,-82591.3,984.0,972.0,77.0,72.0,0.0,637.3,-33.633269,-70.610454,2019-08-05 17:20:01
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,360.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,1000.0,1000.0,77.0,70.0,0.0,637.9,-33.633278,-70.610447,2019-08-05 17:30:07
0.0,366.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.2,-82591.3,988.0,984.0,77.0,59.0,0.0,639.1,-33.633278,-70.610447,2019-08-05 17:45:34
0.0,366.0,0.0,25246.2,10261.7,-958.1,-48082.7,-29988.8,-30.9,0.0,0.0,-2826.0,-643.1,0.0,225867.4,-82591.3,972.0,968.0,77.0,54.0,0.0,639.5,-33.633052,-70.610451,2019-08-05 17:48:34
