Acelerador,Corriente Instantanea,Corriente Motor,ID Celda Max Temp,ID Celda Max Volt,ID Celda Min Temp,ID Celda Min Volt,Max Temp Celda,Max Volt Celda,Min Temp Celda,Min Volt Celda,Nivel Vent. A/C,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pastilla Del Der,Pastilla Del Izq,Pastilla Tras Der,Pastilla Tras Izq,Pedal de Freno,Potencia Total Accesorios,Potencia Total Comp. A/C,Potencia Total Consumida,Potencia Total Generada,Potencia Total Motor,Presión Aire 1,Presión Aire 2,RPM,Set Temp. A/C,SOC,Temp Exterior,Temp Interior,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,1.8,0.0,30.0,62.0,48.0,108.0,20.0,3.294,14.0,3.28,0.0,72413.9,1913.3,-431.2,-3508.4,-8806.5,-7395.4,-1330.7,-26.1,-854.2,-536.2,29.6,25.6,36.0,23.6,0.0,5639.9,0.0,71297.3,-22932.6,65657.4,804.0,816.0,0.0,22.0,70.8,18.0,17.0,75.0,0.0,631.0,-33.63368,-70.610588,2020-06-01 11:54:24
0.0,8.8,0.0,31.0,226.0,42.0,226.0,29.0,3.511,24.0,3.34,7.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,66.3,42.6,66.3,0.0,0.0,824.0,840.0,0.0,22.0,100.0,27.0,27.0,39.0,0.0,647.0,-33.63342,-70.610602,2020-06-01 14:32:02
0.0,10.8,0.0,31.0,226.0,42.0,226.0,29.0,3.486,24.0,3.337,7.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,164.1,136.5,164.1,0.0,0.0,820.0,836.0,0.0,22.0,100.0,26.0,25.0,39.0,0.0,645.9,-33.63342,-70.610602,2020-06-01 14:33:02
0.0,12.0,0.0,31.0,226.0,42.0,226.0,29.0,3.435,24.0,3.331,7.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,459.3,445.8,459.3,0.0,0.0,820.0,840.0,0.0,22.0,100.0,25.0,23.0,39.0,0.0,643.5,-33.63342,-70.610602,2020-06-01 14:35:02
0.0,6.8,0.0,31.0,226.0,42.0,226.0,29.0,3.415,24.0,3.331,7.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,643.0,651.8,643.0,0.0,0.0,816.0,828.0,0.0,22.0,100.0,24.0,22.0,39.0,0.0,642.7,-33.63342,-70.610602,2020-06-01 14:37:02
0.0,7.0,0.0,31.0,226.0,42.0,226.0,29.0,3.406,24.0,3.33,7.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,715.9,709.0,715.9,0.0,0.0,816.0,828.0,0.0,22.0,100.0,24.0,22.0,39.0,0.0,642.4,-33.63342,-70.610602,2020-06-01 14:38:02
0.0,0.0,0.0,31.0,226.0,42.0,226.0,29.0,3.394,24.0,3.33,0.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,857.4,820.4,857.4,0.0,0.0,816.0,828.0,0.0,22.0,99.6,23.0,,38.0,0.0,642.0,-33.63342,-70.610602,2020-06-01 14:40:02
0.0,8.5,0.0,31.0,226.0,42.0,226.0,29.0,3.385,24.0,3.329,7.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,939.4,860.8,939.4,0.0,0.0,816.0,828.0,0.0,22.0,99.6,23.0,22.0,38.0,0.0,641.5,-33.63342,-70.610602,2020-06-01 14:42:02
0.0,8.1,0.0,31.0,226.0,42.0,226.0,29.0,3.38,24.0,3.328,7.0,72413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,0.0,1031.0,948.9,1031.0,0.0,0.0,816.0,828.0,0.0,22.0,99.6,23.0,22.0,38.0,0.0,641.1,-33.63342,-70.610602,2020-06-01 14:43:02
0.0,8.8,0.0,31.0,226.0,49.0,226.0,29.0,3.345,24.0,3.317,7.0,72414.1,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,25.6,36.0,23.6,19.0,1284.2,1065.1,1642.6,0.0,358.5,1000.0,1000.0,221.0,22.0,99.6,23.0,21.0,40.0,7.0,638.4,-33.63328,-70.611032,2020-06-01 14:45:02
