Acelerador,Corriente Instantanea,Corriente Motor,ID Celda Max Temp,ID Celda Max Volt,ID Celda Min Temp,ID Celda Min Volt,Max Temp Celda,Max Volt Celda,Min Temp Celda,Min Volt Celda,Nivel Vent. A/C,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pastilla Del Der,Pastilla Del Izq,Pastilla Tras Der,Pastilla Tras Izq,Pedal de Freno,Potencia Total Accesorios,Potencia Total Comp. A/C,Potencia Total Consumida,Potencia Total Generada,Potencia Total Motor,Presión Aire 1,Presión Aire 2,RPM,Set Temp. A/C,SOC,Temp Exterior,Temp Interior,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,0.0,0.0,41.0,131.0,1.0,118.0,15.0,3.333,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,24.0,21.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:19:44
0.0,0.0,0.0,41.0,131.0,1.0,117.0,15.0,3.333,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,24.0,21.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:21:44
0.0,0.0,0.0,41.0,131.0,1.0,117.0,15.0,3.334,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,24.0,21.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:23:44
0.0,0.0,0.0,41.0,131.0,1.0,118.0,15.0,3.334,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,25.0,22.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:25:44
0.0,0.0,0.0,41.0,131.0,1.0,117.0,15.0,3.334,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,25.0,22.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:26:44
0.0,0.0,0.0,46.0,131.0,1.0,118.0,16.0,3.333,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,25.0,22.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:28:44
0.0,0.0,0.0,46.0,131.0,1.0,118.0,16.0,3.333,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,25.0,22.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:30:44
0.0,0.0,0.0,46.0,131.0,1.0,118.0,16.0,3.334,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,25.0,22.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:32:43
0.0,0.0,0.0,46.0,131.0,1.0,117.0,16.0,3.334,13.0,3.325,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6.9,0.0,6.9,0.0,0.0,828.0,840.0,0.0,22.0,98.4,25.0,22.0,15.0,0.0,638.9,-33.633157,-70.610686,2020-06-01 12:33:43
0.0,2.4,0.0,46.0,131.0,1.0,117.0,16.0,3.331,13.0,3.322,0.0,72328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,63.7,0.0,63.7,0.0,0.0,1000.0,1000.0,0.0,22.0,98.4,26.0,23.0,15.0,0.0,638.5,-33.633157,-70.610686,2020-06-01 12:35:43
